Texto,Sesgo,Tweet_procesado
yo con un mensaje de buenos días y un corazón soy feliz ,0,"['mensaje', 'buenos', 'días', 'corazón', 'feliz']"
plan perfecto para terminar el fin de semana. @athleticclub - @fcbarcelona_es. después @villarrealcf - @sevillafc ,0,"['plan', 'perfecto', 'terminar', 'fin', 'semana', 'después']"
ya tengo mi principal propósito de este año,0,"['principal', 'propósito', 'año']"
@manowl @lugaricano pero es absurdo! y más si argumentamos que muchos españoles se ven obligados a salir de españa... ,0,"['absurdo', 'si', 'argumentamos', 'españoles', 'ven', 'obligados', 'salir', 'españa']"
@lentejitas @manuj_hidalgo @lupesb77 convenciendo a mi hija mayor para verlo ,0,"['convenciendo', 'hija', 'mayor', 'verlo']"
@karycruz24 @rashel09 @rosiles_meza @crisstyrc @analu31090 gracias mi querida kary,0,"['gracias', 'querida', 'kary']"
fue mejor que algunas personas se fueran para conocer a otras,0,"['mejor', 'persona', 'conocer']"
aún me parece mentira imaginándote que vuelves a pasarte por qué,0,"['aún', 'parece', 'mentira', 'imaginándote', 'vuelves', 'pasarte']"
"#mipropositoes seguir siendo la mejor madre y la mejor periodista, cumplirles sus sueños a todos mis seguidores y ser mejor persona",0,"['seguir', 'siendo', 'mejor', 'madre', 'mejor', 'periodista', 'cumplirles', 'sueños', 'seguidores', 'ser', 'mejor', 'persona']"
"@frayjosepho @hienosdeorgullo @capt_e_navarre más bien imposible. a no ser q se convierta al islam, claro ",1,"['bien', 'imposible', 'ser', 'q', 'convierta', 'islam', 'claro']"
histerica x todo lo que no he actualizado en redes.quiero tiempo ó 1 comunity manager gratis xq yo como juanga y el pais no tengo dinero,0,"['histerica', 'x', 'actualizado', 'redesquiero', 'tiempo', 'ó', 'comunity', 'manager', 'gratis', 'xq', 'juanga', 'pais', 'dinero']"
"@_tontonina porque somos de móstoles, salir de nuestro ambiente es difícil ",0,"['móstoles', 'salir', 'ambiente', 'difícil']"
¿porqué las personas no captan la mega no indirecta de enviar flores? mi escritorio se sigue viendo sin vida jajaja,0,"['porqué', 'persona', 'captan', 'mega', 'indirecta', 'enviar', 'flores', 'escritorio', 'sigue', 'viendo', 'vida', 'jajaja']"
"las partidas en la beta de battlefield 1 con amigos son lo mejor del mundo, las risas que me echo no son normales ",0,"['partidas', 'beta', 'battlefield', 'amigo', 'mejor', 'mundo', 'risas', 'echo', 'normales']"
"@mrplayforlive para ser un filler tiene bastante chicha... xdd, si es muy bueno entra al olimpo con el duel, los 2 mejores filler ",0,"['ser', 'filler', 'bastante', 'chicha', 'xdd', 'si', 'bueno', 'entra', 'olimpo', 'duel', 'mejores', 'filler']"
@ana_sofmt oye perame que si buzzfeed es pendejo entonces el amor de mi vida no es el amor de mi vida y eso sería triste,0,"['oye', 'perame', 'si', 'buzzfeed', 'pendejo', 'entonces', 'amor', 'vida', 'amor', 'vida', 'triste']"
@marianaequi ¡vientos! va sanando bien chido. ¡cuídate mucho esa manita!,0,"['vientos', 'va', 'sanando', 'bien', 'chido', 'cuídate', 'manita']"
esos taquitos al pastor me están destrozando el estomago peor que tus engaños,0,"['taquitos', 'pastor', 'destrozando', 'estomago', 'peor', 'engaños']"
"la edad me trae fugas... de sentimientos, buen juicio, buen gusto, sentido común, prudencia y cortesía. la incontinencia aún no me llega",0,"['edad', 'trae', 'fugas', 'sentimientos', 'buen', 'juicio', 'buen', 'gusto', 'común', 'prudencia', 'cortesía', 'incontinencia', 'aún', 'llega']"
lo malo de estar enferma es que la comida no me sabe a nada,0,"['malo', 'enferma', 'comida', 'sabe']"
@cangasdeonis_ @lavuelta muchas gracias! un placer conocer un pueblo tan precioso ,0,"['muchas', 'gracias', 'placer', 'conocer', 'pueblo', 'tan', 'precioso']"
"@eddgz neel, eso no me gusta, mejor tú y el día que sea, por la tarde, y busco adaptarme",0,"['neel', 'gusta', 'mejor', 'día', 'tarde', 'busco', 'adaptarme']"
@andreaamena es que si te pasas de guapa andy,0,"['si', 'pasas', 'guapa', 'andy']"
a ver que asi a lo tonto me quedan solo 2 dias en galicia. ,0,"['ver', 'asi', 'tonto', 'quedan', 'solo', 'dia', 'galicia']"
@genariuxr buenos y bonitos dias amiwoooooooooo,0,"['buenos', 'bonito', 'dia', 'amiwoooooooooo']"
@montse_garcia  habrá que acompañar la temporada seguramente exitosa de james con un recordatorio frecuente a tu descomunal trabajo ,0,"['acompañar', 'temporada', 'seguramente', 'exitosa', 'james', 'recordatorio', 'frecuente', 'descomunal', 'trabajo']"
@apoyocr7 muy chulas esas gafas paula  y lo de guapa es talento innato tuyo :,1,"['chulas', 'gafas', 'paula', 'guapa', 'talento', 'innato']"
no puedo creer que hace unos años era muy feliz,0,"['puedo', 'creer', 'hace', 'años', 'feliz']"
"acabo de jugar en manual a pes 2017 y dios, como cambia el juego, jugando en leyenda, en 0 de velocidad, impresionante #pes2017 ",0,"['acabo', 'jugar', 'manual', 'pe', 'dios', 'cambium', 'juego', 'jugando', 'leyenda', 'velocidad', 'impresionante']"
#trendingestreno mi artista favorito es @leonbenaventetw para ver en el @dcodefest  @los40trending,0,"['artista', 'favorito', 'ver']"
"os ha dado por un tweet mio del 16 de agosto a la hora de dormir cabrones, tendré que silenciar el movil ",0,"['dado', 'tweet', 'mio', 'agosto', 'hora', 'dormir', 'cabrones', 'silenciar', 'movil']"
"no existen palabras para esta triste noticia. d.e.p jose ruben molina, te extrañare mucho campeón, tenlo por seguro.",0,"['existen', 'palabras', 'triste', 'noticia', 'dep', 'jose', 'ruben', 'molina', 'extrañare', 'campeón', 'tenlo', 'seguro']"
pero cada vez lo tengo más claro ,0,"['cada', 'vez', 'claro']"
@mendescodes @heroinseb enserio cuando habéis dicho que los froot loops están malos me ha dolido... ,0,"['enserio', 'dicho', 'froot', 'loop', 'malos', 'dolido']"
viendo bichos y pensar que es todo lo que pasa en el país a pequeña escala,0,"['viendo', 'bichos', 'pensar', 'pasa', 'país', 'pequeña', 'escala']"
como te tardas en contestar,1,"['tardas', 'contestar']"
"@formalito_soy @janijoplin se nos pone sentimental  pañuelos, por favor!",0,"['pone', 'sentimental', 'pañuelos', 'favor']"
estoy muy triste porque antes me llenaba con 2 pedazos de pizza y ahora con uno,0,"['triste', 'llenaba', 'pedazos', 'pizza', 'ahora']"
@mariobautista_ daría todo por un disco tuyo autografiado,0,"['daría', 'disco', 'autografiado']"
"gracias por todas las atenciones, el talento, y por soportarme este año! @marianaheag que siga el éxito y la mejor de las vibras!!",0,"['gracias', 'toda', 'atenciones', 'talento', 'soportarme', 'año', 'siga', 'éxito', 'mejor', 'vibras']"
@dhasiawezka yo creo que seria muy bonito entrar a tu tw y ver ese te sigue,0,"['creo', 'seria', 'bonito', 'entrar', 'tw', 'ver', 'sigue']"
@albert_rivera @patriciareyescs @europapress  y el contrato único va a ser posible?  gracias por la respuesta bnxes ,0,"['contrato', 'único', 'va', 'ser', 'posible', 'gracias', 'respuesta', 'bnxes']"
"por cierto, @carbonelljulia, este año estoy en el grupo 2 de interpretación, así que no te veo tampoco en las dos horas esas ",0,"['cierto', 'año', 'grupo', 'interpretación', 'así', 'veo', 'tampoco', 'do', 'horas']"
te ves fantástica con ese vestido,1,"['f', 'fantástica', 'vestido']"
@ppteamkaren cuando hacen un helado galáctico,0,"['hacen', 'helado', 'galáctico']"
"@mehdi_fcb10 he llorado, me había quedado a medias con el último capítulo de una serie y paaaaaaam qué sufrimiento en latino ",0,"['llorado', 'quedado', 'medias', 'último', 'capítulo', 'serie', 'paaaaaaam', 'sufrimiento', 'latino']"
y está vez estaban bonitos los que trajo la rosca #videomtv2016 abraham mateo,0,"['vez', 'bonito', 'trajo', 'rosca', 'abraham', 'mateo']"
feliz día del periodista !! a mis conocidos amigos y gente que sigo y me sigue,1,"['feliz', 'día', 'periodista', 'conocidos', 'amigo', 'gente', 'sigo', 'sigue']"
"tengo que ir al game a por los comics de panini de este mes (doc.strange, masacre y pantera negra)  y no tengo ganas de ir ",0,"['ir', 'game', 'comic', 'panini', 'me', 'docstrange', 'masacre', 'pantera', 'negra', 'ganas', 'ir']"
"@jclilgangster yo tengo que aguantar 4 niños pequeños, no sé que es peor ",1,"['aguantar', 'niños', 'pequeños', 'sé', 'peor']"
"yo esque los veranos curro, asi que no puedo quedar mucho  pero si algun dia te pasas avisa y vamos a full hd  @sergiio_moyaa",0,"['esque', 'veranos', 'curro', 'asi', 'puedo', 'quedar', 'si', 'algun', 'dia', 'pasas', 'avisa', 'vamos', 'full', 'hd']"
"@ferdiazgil @frandguez sí, lo he leído ese templo grande es el que he puesto en ig. ha perdido su parte superior y está inaccesible",0,"['leído', 'templo', 'grande', 'puesto', 'ig', 'perdido', 'parte', 'superior', 'inaccesible']"
@aleteknicolor no te ereses tan feo de @alain_rincon,0,"['ereses', 'tan', 'feo']"
"y yo mientras comeré palomitas mientras quedáis retratados porque, ay, es lo que pasa cuando usas el activismo como un arma ",1,"['mientras', 'comeré', 'palomitas', 'mientras', 'quedáis', 'retratados', 'ay', 'pasa', 'usa', 'activismo', 'arma']"
así leyendo entre líneas y el discurso de @sanchezcastejon igual vota que no a rajoy. #investiduraondacero ,0,"['así', 'leyendo', 'líneas', 'discurso', 'igual', 'vota', 'rajoy']"
"@itzeelf18 ¡con mucho gusto! de entrada, por aquí los mejores deseos para el año que ya llega.",0,"['gusto', 'entrada', 'aquí', 'mejores', 'deseos', 'año', 'llega']"
@cochy_tj llena de bendiciones jaja,1,"['llena', 'bendiciones', 'jaja']"
"@eleder_ que tampoco ahora mayoría absoluta, eh? ",0,"['tampoco', 'ahora', 'mayoría', 'absoluta', 'eh']"
@aberron al final lo acabaremos pagando los consumidores ,0,"['final', 'acabaremos', 'pagando', 'consumidores']"
el principio ha sido súper iconic pero con tanto movimiento iba muerta la pobre  #vmas,0,"['principio', 'sido', 'súper', 'iconic', 'movimiento', 'iba', 'muerta', 'pobre']"
@lezlycarolinam que bonito cuando tienes novio jajajajaja,0,"['bonito', 'novio', 'jajajajaja']"
quiero que en mi foto de carné en lugar de una fotografía de mi cara me dejen poner un emoticono de carita triste ,0,"['quiero', 'foto', 'carné', 'lugar', 'fotografía', 'cara', 'dejen', 'poner', 'emoticono', 'carita', 'triste']"
"qué triste de veras cuando tienes antojo brutal de un blizzard, crees que el del mes no tiene pierde, y resulta estar muy malo",0,"['triste', 'veras', 'antojo', 'brutal', 'blizzard', 'cree', 'me', 'pierde', 'resulta', 'malo']"
"[comprendo que te molen mis tattoos, pero no te los hagas 'iguales' ]",0,"['comprendo', 'molen', 'tattoo', 'hagas', 'iguales']"
@eli_rivas10 @madonna @pedrosola @chabelooficial @laurazapatam jajajajajaja ay te extraño,0,"['jajajajajaja', 'ay', 'extraño']"
@vacasueca también que no parezca pulsera de reo eran deberes pendientes  pero qué menos que 7-10 días ,0,"['parezca', 'pulsera', 'reo', 'deberes', 'pendientes', 'menos', 'días']"
"@elspeaker es un aspecto poco conocido del sistema solar, que probablemente aún haya cosas por descubrir ahí fuera ",0,"['aspecto', 'conocido', 'sistema', 'solar', 'probablemente', 'aún', 'cosas', 'descubrir', 'ahí']"
la verdad hoy fue una noche bastante aburrida espero poder salir mañana,0,"['verdad', 'hoy', 'noche', 'bastante', 'aburrida', 'espero', 'poder', 'salir', 'mañana']"
"@_artificialred_ gracias tocaya  pero.. es que es verdad da rabia.. ni un extremo ni otro, si hay machismo voy a ser la primera que va..",1,"['gracias', 'tocaya', 'verdad', 'da', 'rabia', 'extremo', 'si', 'machismo', 'voy', 'ser', 'primera', 'va']"
@luisitorey #luisitoreymago pon dinámicas más difíciles en esta dinámica no se ven todos los comentarios,0,"['pon', 'dinámicas', 'difíciles', 'dinámica', 'ven', 'comentarios']"
"las niñas no se comportan así, son princesas.",1,"['niñas', 'comportan', 'así', 'princesas']"
@javiercastro96 por supuesto amigo mí que pases buen domingo ,0,"['supuesto', 'amigo', 'pas', 'buen', 'domingo']"
¿en dónde consigo unos buenos nachos de pastor hoy 1 de enero?,0,"['dónde', 'consigo', 'buenos', 'nacho', 'pastor', 'hoy', 'enero']"
no entiendo de verdad porque la gente cree que en realidad me la suda ,0,"['entiendo', 'verdad', 'gente', 'cree', 'realidad', 'suda']"
"@mfollowill muchas gracias mark, si ya no puedo esperar , @swish41 y su tiro perfecto gracias por venir a méxico 🇲🇽 #mffl",0,"['muchas', 'gracias', 'mark', 'si', 'puedo', 'esperar', 'tiro', 'perfecto', 'gracias', 'venir', 'méxico']"
el fútbol es de chicos.,1,"['fútbol', 'chico']"
parti 3 roscas diferentes y en las 3 me salio el niño!! algo estoy haciendo mal,0,"['parti', 'roscas', 'diferentes', 'salio', 'niño', 'haciendo', 'mal']"
por poquito y se comen a mi perrito,1,"['poquito', 'comen', 'perrito']"
qué bonito que in to my arms sea la segunda canción escuchada este día.,0,"['bonito', 'in', 'to', 'my', 'arm', 'segunda', 'canción', 'escuchada', 'día']"
"@tidxs_ 27. parece que las cosas no te van muy bien, espero que todo mejore, que todo el mundo merece ser feliz ",0,"['parece', 'cosas', 'van', 'bien', 'espero', 'mejore', 'mundo', 'merece', 'ser', 'feliz']"
"shit se fue, voy a por un pitaso ",1,"['shit', 'voy', 'pitaso']"
"@dafneca1 estaba pensando en preguntarte sí ibas a ir jaja :v,el jueves nos vemos allá me voy a sentir raro por que todos ya se llevan",0,"['pensando', 'preguntarte', 'ibas', 'ir', 'jaja', 'vel', 'jueves', 'vemos', 'allá', 'voy', 'sentir', 'raro', 'llevan']"
"@attmxayuda hola buenos días ya envié por dm la información que me pidieron, gracias",0,"['hola', 'buenos', 'días', 'envié', 'dm', 'información', 'pidieron', 'gracias']"
"@ivonnemelgar tristemente cierto: otra historia lamentable de política femenina fallida, muy buen articulo! abrazo",1,"['tristemente', 'cierto', 'historia', 'lamentable', 'política', 'femenina', 'fallida', 'buen', 'articulo', 'abrazo']"
la figura de magearna se esta retrasando un poco es raro en ese vendedor  aunque normalmente le pido un pack grande ,0,"['figura', 'magearna', 'retrasando', 'raro', 'vendedor', 'aunque', 'normalmente', 'pido', 'pack', 'grande']"
¡gracias a ti @cesartgil! que tengas una buena tarde  #felizlunes,0,"['gracias', 'buena', 'tarde']"
"@david_goen00 venga jimbre, lo que debes haver es hacerte cadista ",0,"['venga', 'jimbre', 'debes', 'haver', 'hacerte', 'cadista']"
"@raulmjimenez_ @edgarcabrerag siiiii, y de nuevo estoy en lista para ir al programa. y luego el concierto de ot ",0,"['siiiii', 'nuevo', 'lista', 'ir', 'programa', 'luego', 'concierto', 'ot']"
estoy nerviosa y tengo miedo,0,"['nerviosa', 'miedo']"
es normal que después de todo un fin con mi novio ahora lo esté extrañando?... ._. ya traiganmelo,0,"['normal', 'después', 'fin', 'novio', 'ahora', 'extrañando', 'traiganmelo']"
el solo que hace rosendo en flojos de pantalón es flipante!!! ,0,"['solo', 'hace', 'rosendo', 'flojos', 'pantalón', 'flipante']"
lo siento mucho perder un abuelo es uno de los dolores mas hondos posibles. mucha fuerza para ti. @urielcastillo93,0,"['siento', 'perder', 'abuelo', 'dolores', 'ma', 'hondo', 'posibles', 'mucha', 'fuerza']"
como apruebe (o si suspendo pero paso) voy a montar una fiesta y no pararé de beber hasta k mi hígado reviente ,0,"['apruebe', 'si', 'suspendo', 'paso', 'voy', 'montar', 'fiesta', 'pararé', 'beber', 'k', 'hígado', 'reviente']"
@carlosmchef3 felicidades pareja!!! peazo abuelo va a tener tu hijo....estará pletorico ,0,"['felicidades', 'pareja', 'peazo', 'abuelo', 'va', 'tener', 'hijoestará', 'pletorico']"
"@maaj39 estate atento a nuestras redes sociales para estar informado de las fechas y sitios, y gracias por escribirnos ",0,"['estate', 'atento', 'redes', 'sociales', 'informado', 'fechas', 'sitios', 'gracias', 'escribirnos']"
@tonithrowdown ahora tengo un dilema. ayúdame toni y en 3ds porque me salió a 25 euros nuevo https://t.co/2bsrmwnrz5,0,"['ahora', 'dilema', 'ayúdame', 'toni', 'd', 'salió', 'euro', 'nuevo']"
lo mejor es que son conversaciones normales y corrientes sin ningún ánimo de ligar pero  simplemente porque no se ligar ,0,"['mejor', 'conversaciones', 'normales', 'corrientes', 'ningún', 'ánimo', 'ligar', 'simplemente', 'ligar']"
"@guillebouzon @conpdejulandron creo que antes de insultar una cara deberias mirarte al espejo guille. ah, y quien ríe último rie mejor ",1,"['creo', 'insultar', 'cara', 'deberias', 'mirarte', 'espejo', 'guille', 'ah', 'ríe', 'último', 'rie', 'mejor']"
@ancar_lol siempre buscando algo mejor  ahora estoy bien y cobro bien. pero puede que vaya a una del prat!,0,"['siempre', 'buscando', 'mejor', 'ahora', 'bien', 'cobro', 'bien', 'puede', 'vaya', 'prat']"
@fridasante 2 cosas 1 mal que no me sigues 2 mandale un saludo a azul si? (el amor de mi vida ),0,"['cosas', 'mal', 'sigues', 'mandale', 'saludo', 'azul', 'si', 'amor', 'vida']"
sabían que su after fav teatro g. fue construido para mi y un día de estos (hoy) les voy a dar el placer de que me vean ahí metido !!,1,"['sabían', 'after', 'fav', 'teatro', 'g', 'construido', 'día', 'hoy', 'voy', 'dar', 'placer', 'vean', 'ahí', 'metido']"
"@angeladelriom hola preciosa. a pesar del frío, mis ganas de verte todos los días es mas grande, ya que me alegras con tu bella sonrisa.",0,"['hola', 'preciosa', 'pesar', 'frío', 'ganas', 'verte', 'días', 'ma', 'grande', 'alegras', 'bella', 'sonrisa']"
"@tribuna_i si, pero yo lo veo otros 6 meses más en pachuca, tiene calidad el muchacho y ayer demostró que si está listo",0,"['si', 'veo', 'me', 'pachuca', 'calidad', 'muchacho', 'ayer', 'demostró', 'si', 'listo']"
creo que mi amor platónico de tw es gay y me acabo de poner tan triste ,1,"['creo', 'amor', 'platónico', 'tw', 'gay', 'acabo', 'poner', 'tan', 'triste']"
#loslunesdebenser sagrados y trabajar hasta el martes,0,"['sagrados', 'trabajar', 'martes']"
@kioskoamm @gloris72 @olivares1965 @tomasimedia @madeinleon gracias pero los importantes sois vosotros.  los mediadores.  sois muy buenos ,0,"['gracias', 'importantes', 'mediadores', 'buenos']"
"@betvs_19 cucha, una independentista escribiendo en español!! por muy del barça que soy, te vas a buscar la vida  grassias.",1,"['cucha', 'independentista', 'escribiendo', 'español', 'barça', 'va', 'buscar', 'vida', 'grassias']"
"aparentemente superados los efectos de la venganza de moctezuma, cogemos camino a chiapas ... porque mucha historia nunca es suficiente",0,"['aparentemente', 'superados', 'efectos', 'venganza', 'moctezuma', 'cogemos', 'camino', 'chiapas', 'mucha', 'historia', 'nunca', 'suficiente']"
@seelphy genial!! será la última parada antes del estreno en salas ,0,"['genial', 'última', 'parada', 'estreno', 'salas']"
"- ¿qué me estás arrimando? - algo que te gusta mucho y está en mi entrepierna. - amor, guarda ese pepino, tú pene no es tan grande. - ay",1,"['arrimando', 'gusta', 'entrepierna', 'amor', 'guarda', 'pepino', 'pene', 'tan', 'grande', 'ay']"
he probado una nueva espuma para el pelo y sí que lo deja más rizado pero se queda como efecto gomina y no me gusta. ,0,"['probado', 'nueva', 'espuma', 'pelo', 'deja', 'rizado', 'queda', 'efecto', 'gomina', 'gusta']"
¿es una niña? como no lleva pendientes pensaba que era un niño.,1,"['niña', 'lleva', 'pendientes', 'pensaba', 'niño']"
"@nataliaenlu jajaja que pena, soy metiche. es que mi mama si me dijo de pasar año nuevo en la playa pero ya no hay espacio en ninguno",0,"['jajaja', 'pena', 'metiche', 'mama', 'si', 'dijo', 'pasar', 'año', 'nuevo', 'playa', 'espacio', 'ninguno']"
"@alex_dieer ya ves eh, estaban amargados ",0,"['f', 'eh', 'amargados']"
"si me dieran cualquier deseo del mundo,solo pediría una sola cosa ... regresar el tiempo , tengo mis dudas sobre dios pero.. ayúdame!",0,"['si', 'dieran', 'cualquier', 'deseo', 'mundosolo', 'pediría', 'sola', 'cosa', 'regresar', 'tiempo', 'dudas', 'dios', 'ayúdame']"
"me hubiera encantado contaros el martirio de san juan bautista, que es como de peli. con herodes, salomé...pero no me ha dado la vida ",0,"['encantado', 'contaros', 'martirio', 'san', 'juan', 'bautista', 'peli', 'herodes', 'salomépero', 'dado', 'vida']"
"@priincesapurple si por favor aún no he podido comprarlo, o mejor me das un abrazo y así eso también ayuda ️ je.",0,"['si', 'favor', 'aún', 'podido', 'comprarlo', 'mejor', 'da', 'abrazo', 'así', 'ayuda', 'je']"
para qué hablan de clandestino,0,"['hablan', 'clandestino']"
"@ferchitomen11 checa con waze rutas alternas, xq el trafico viene rudo hasta la altura del parque chitla! y gracias! que llegues pronto",0,"['checa', 'waze', 'ruta', 'alternas', 'xq', 'trafico', 'viene', 'rudo', 'altura', 'parque', 'chitla', 'gracias', 'llegues', 'pronto']"
ojala no me diese miedo aprender a usar a aurelion y tener malas partidas con el pero me pongo tan sad cuando lo hago mal que ,0,"['ojala', 'diese', 'miedo', 'aprender', 'usar', 'aurelion', 'tener', 'malas', 'partidas', 'pongo', 'tan', 'sad', 'hago', 'mal']"
"ya hasta me duele la cabeza. mañana/tarde pesada, pesadísima en la oficina.",0,"['duele', 'cabeza', 'mañanatarde', 'pesada', 'pesadísima', 'oficina']"
"@mibicipublica hola! la estación gdl - 111 tiene 2 puertos que no sirven, y los demás siempre están llenos a esta hora.",0,"['hola', 'estación', 'gdl', 'puertos', 'sirven', 'demás', 'siempre', 'llenos', 'hora']"
@hectorbrockwell excelente con de semana,0,"['excelente', 'semana']"
mi corasonsito me pide a gritos clexa fanfics pero de los bonitos profundos que te dejan llorando ,0,"['corasonsito', 'pide', 'gritos', 'clexa', 'fanfics', 'bonito', 'profundos', 'dejan', 'llorando']"
¡hola @estrellalevante! una pregunta? la visita a la fábrica es gratuita o hay que pagar algo? un saludo bonicos y bonicas mios! ,0,"['hola', 'pregunta', 'visita', 'fábrica', 'gratuita', 'pagar', 'saludo', 'bonicos', 'bonicas', 'mios']"
"mujer brincadora, ni en casa ni en misa",1,"['mujer', 'brincadora', 'casa', 'misa']"
"yastas! aunque me anda fallando pero es buena idea, tu dirás! @rulitohd",0,"['yastas', 'aunque', 'anda', 'fallando', 'buena', 'idea', 'dirás']"
@yasminalbolopez @pablolopezmusic buena nana para dormir ,0,"['buena', 'nana', 'dormir']"
"aaahhhhggg noooo!!! esa frase no!!!! malditos hombres (frustración momentanea) sorry, no los odio... bueno no a todos!",1,"['aaahhhhggg', 'noooo', 'frase', 'malditos', 'hombre', 'frustración', 'momentanea', 'sorry', 'odio', 'bueno']"
primer día de la operación bikini 2017 superado.. i can!  #altafitdonosti #objetivospartan2017,0,"['primer', 'día', 'operación', 'bikini', 'superado', 'i', 'can']"
@pichyniboss te queda bien tio! espero que esteis todos pasando un buen verano ,0,"['queda', 'bien', 'tio', 'espero', 'esteis', 'pasando', 'buen', 'verano']"
"al despedirnos dijo: have a nice day, y yo le conteste igual, y le dije ay que pendeja, jajaja ay gud bai mai lob.",0,"['despedirnos', 'dijo', 'have', 'nice', 'day', 'conteste', 'igual', 'dije', 'ay', 'pendeja', 'jajaja', 'ay', 'gud', 'bai', 'mai', 'lob']"
@cristinaenalfa @alfa913fm hola cris saludos desde ahome sinaloa rumbo a tijuana en un autobús elite hermosa,1,"['hola', 'cris', 'saludos', 'ahome', 'sinaloa', 'rumbo', 'tijuana', 'autobús', 'elite', 'hermosa']"
desde hace 20 minutos se escucha una alarma y me da mucho coraje porque eso significa que la persona sigue dormida y yo aquí con sueño,0,"['hace', 'minutos', 'escucha', 'alarma', 'da', 'coraje', 'significa', 'persona', 'sigue', 'dormida', 'aquí', 'sueño']"
@charmimedicen a gente tonta es dificil acostumbrarse ,0,"['gente', 'tonta', 'dificil', 'acostumbrarse']"
@sancadillanorte @tigresoficial chale...en mi trabajo si falto tres días seguidos me corren...,0,"['chaleen', 'trabajo', 'si', 'falto', 'tres', 'días', 'seguidos', 'corren']"
me  he acostumbrado tanto a ver vídeos de @wildhater  pelirojo que veo  los suyos antiguos  y es como ,0,"['acostumbrado', 'ver', 'vídeos', 'pelirojo', 'veo', 'antiguos']"
"@rdelvalle, vaya, felicidades atrasadas y muchas gracias ",0,"['vaya', 'felicidades', 'atrasadas', 'muchas', 'gracias']"
"yo no le deseo el mal a nadie, pero a veces se agradece, que todo caiga por su propio peso.....:.. muy buenos días tengan todosssss usted",0,"['deseo', 'mal', 'nadie', 'veces', 'agradece', 'caiga', 'propio', 'peso', 'buenos', 'días', 'todosssss', 'usted']"
@se_wilk @ciutadanscs @prensacs @mrhciudadanos @alfonsorojopd gran capacidad de análisis de @inesarrimadas en esa entrevista. #visión ,0,"['gran', 'capacidad', 'análisis', 'entrevista']"
"@librosdemaria no sé si hubo más gente, pero ayer te tagueé yo  ayy, hannibal es que moooooola tanto!",0,"['sé', 'si', 'gente', 'ayer', 'tagueé', 'ayy', 'hannibal', 'moooooola']"
"les juro, estoy solita en mi casa y no sé si es sugestión, bajé al cuarto de lim a dormir y ya me arropé, sólo pido que ya vuelva",0,"['juro', 'solita', 'casa', 'sé', 'si', 'sugestión', 'bajé', 'cuarto', 'lim', 'dormir', 'arropé', 'sólo', 'pido', 'vuelva']"
echo de menos las sudaderas y los pantalones largos ,0,"['echo', 'menos', 'sudaderas', 'pantalones', 'largo']"
"@marioem_95 aún le queda un poquillo, pero por supuesto. aunque tengo lista de rivales pendientes ",0,"['aún', 'queda', 'poquillo', 'supuesto', 'aunque', 'lista', 'rivales', 'pendientes']"
¡peleas como una mujer!,1,"['peleas', 'mujer']"
@polifack yo es que me asustó muy fácil con el rollo paranormal ,0,"['asustó', 'fácil', 'rollo', 'paranormal']"
@adriantr09 @clubtiburones @pumasmx ya rugiste león ya estufas,0,"['rugiste', 'león', 'estufas']"
con este frio esta genial que pasen la pelicula del regalo prometido.. se siente como navidad pero sin tamales,0,"['frio', 'genial', 'pasen', 'pelicula', 'regalo', 'prometido', 'navidad', 'tamale']"
"@fershymp es correcto, falta mucho para y por eso nunca estamos unidos como compatriotas",0,"['correcto', 'falta', 'nunca', 'unidos', 'compatriotas']"
"a pesar de ser lunes y de que no inicie con el pie derecho, hoy nada me dará bajón, ando motivada con la tesis a dar el power amigos",0,"['pesar', 'ser', 'lunes', 'inicie', 'pie', 'derecho', 'hoy', 'dará', 'bajón', 'ando', 'motivada', 'tesis', 'dar', 'power', 'amigo']"
"al final la triatlón ha salido pero por pura tozudez ... 7:07 de esfuerzos, mi estado es de reventado para arriba ",0,"['final', 'triatlón', 'salido', 'pura', 'tozudez', 'esfuerzos', 'reventado', 'arriba']"
"a principios de septiembre saldrá mi nuevo tema en forma de vídeo, ya tengo ganas de que lo escuchéis! ",0,"['principios', 'septiembre', 'saldrá', 'nuevo', 'tema', 'forma', 'vídeo', 'ganas', 'escuchéis']"
"y tan amargado, porque no me lo chupan ",1,"['tan', 'amargado', 'chupan']"
@ferreyees19 @abiel_vasquez @elpablodeverdad yo tenía pensado sacar la del fogo y una optativa de 2c para poder meter electromagnétismo,0,"['pensado', 'sacar', 'fogo', 'optativa', 'c', 'poder', 'meter', 'electromagnétismo']"
"hasta tal punto, que al comprar las entradas no hay opción de coger la vip, pero aún así ellas por arte de magia la tienen ",1,"['tal', 'punto', 'comprar', 'entradas', 'opción', 'coger', 'vip', 'aún', 'así', 'arte', 'magia']"
@lahoraalt @asidesastre @molo_cebrian @criadoenterado me faltó @p8ladas y eso que estoy deseando escuchar sus viñetas musicales y lo sabe ,0,"['faltó', 'deseando', 'escuchar', 'viñetas', 'musicales', 'sabe']"
@diegopajaron @miguel_prat doble sub-campeón de europa  algo es algo jaja,0,"['doble', 'subcampeón', 'europa', 'jaja']"
"@alma13 ha sucedido que familiares cobran por el pensionista y les roban. incluso hay denuncias al respecto, cuidemos a los pensionistas",0,"['sucedido', 'familiares', 'cobran', 'pensionista', 'roban', 'incluso', 'denuncias', 'respecto', 'cuidemos', 'pensionistas']"
