Texto,Sesgo,Texto_preprocesado,Texto_token,Sin_palabras_vacias,Texto_stemmed_PS,Text_stemmed_SS,Texto_lemma
@tifuho ¿una funda asustadiza? y su función...¿sobrevivir para luchar otro día?  ,0, ¿una funda asustadiza y su función¿sobrevivir para luchar otro día  ,"['una', 'funda', 'asustadiza', 'y', 'su', 'función', 'sobrevivir', 'para', 'luchar', 'otro', 'día']","['funda', 'asustadiza', 'función', 'sobrevivir', 'luchar', 'día']","['funda', 'asustadiza', 'función', 'sobrevivir', 'luchar', 'día']","['fund', 'asustadiz', 'funcion', 'sobreviv', 'luch', 'dia']","['funda', 'asustadiza', 'función', 'sobrevivir', 'luchar', 'día']"
"mujer al volante, peligro constante… ¡mujer tenía que ser!",1,mujer al volante peligro constante… ¡mujer tenía que ser,"['mujer', 'al', 'volante', 'peligro', 'constante', 'mujer', 'tenía', 'que', 'ser']","['mujer', 'volante', 'peligro', 'constante', 'mujer', 'ser']","['mujer', 'volant', 'peligro', 'constant', 'mujer', 'ser']","['muj', 'volant', 'peligr', 'constant', 'muj', 'ser']","['mujer', 'volante', 'peligro', 'constante', 'mujer', 'ser']"
@eduardoramos95r aquí ando me enferme de la garganta jajaja ntp sígue jugando amor te amo mucho! te extraño popochas,1, aquí ando me enferme de la garganta jajaja ntp sígue jugando amor te amo mucho te extraño popochas,"['aquí', 'ando', 'me', 'enferme', 'de', 'la', 'garganta', 'jajaja', 'ntp', 'sígue', 'jugando', 'amor', 'te', 'amo', 'mucho', 'te', 'extraño', 'popochas']","['aquí', 'ando', 'enferme', 'garganta', 'jajaja', 'ntp', 'sígue', 'jugando', 'amor', 'amo', 'extraño', 'popochas']","['aquí', 'ando', 'enferm', 'garganta', 'jajaja', 'ntp', 'sígue', 'jugando', 'amor', 'amo', 'extraño', 'popocha']","['aqu', 'ando', 'enferm', 'gargant', 'jajaj', 'ntp', 'sig', 'jug', 'amor', 'amo', 'extrañ', 'popoch']","['aquí', 'ando', 'enferme', 'garganta', 'jajaja', 'ntp', 'sígue', 'jugando', 'amor', 'amo', 'extraño', 'popochas']"
@garzaajr no es un bulto y nunca lo ha sido @garzaajr es un luchador novato que ha madurado muchísimo desde que llegó a @luchalibreaaa,0, no es un bulto y nunca lo ha sido  es un luchador novato que ha madurado muchísimo desde que llegó a ,"['no', 'es', 'un', 'bulto', 'y', 'nunca', 'lo', 'ha', 'sido', 'es', 'un', 'luchador', 'novato', 'que', 'ha', 'madurado', 'muchísimo', 'desde', 'que', 'llegó', 'a']","['bulto', 'nunca', 'sido', 'luchador', 'novato', 'madurado', 'muchísimo', 'llegó']","['bulto', 'nunca', 'sido', 'luchador', 'novato', 'madurado', 'muchísimo', 'llegó']","['bult', 'nunc', 'sid', 'luchador', 'novat', 'madur', 'muchisim', 'lleg']","['bulto', 'nunca', 'sido', 'luchador', 'novato', 'madurado', 'muchísimo', 'llegó']"
@pirata__roberts hay gente muy buena trabajando duro en @spherasports. palabras así impulsan  @eliperezup,0, hay gente muy buena trabajando duro en  palabras así impulsan  ,"['hay', 'gente', 'muy', 'buena', 'trabajando', 'duro', 'en', 'palabras', 'así', 'impulsan']","['gente', 'buena', 'trabajando', 'duro', 'palabras', 'así', 'impulsan']","['gent', 'buena', 'trabajando', 'duro', 'palabra', 'así', 'impulsan']","['gent', 'buen', 'trabaj', 'dur', 'palabr', 'asi', 'impuls']","['gente', 'buena', 'trabajando', 'duro', 'palabras', 'así', 'impulsan']"
@claranyannyan y lo bonitas que las tienes? ,1, y lo bonitas que las tienes ,"['y', 'lo', 'bonitas', 'que', 'las', 'tienes']",['bonitas'],['bonita'],['bonit'],['bonitas']
@marlentrevino aaaa jaja tons si a de estar buena. la de 24hrs. está pasada de lanza. saludos marlen y feliz año,0, aaaa jaja tons si a de estar buena la de hrs está pasada de lanza saludos marlen y feliz año,"['aaaa', 'jaja', 'tons', 'si', 'a', 'de', 'estar', 'buena', 'la', 'de', 'hrs', 'está', 'pasada', 'de', 'lanza', 'saludos', 'marlen', 'y', 'feliz', 'año']","['aaaa', 'jaja', 'tons', 'si', 'buena', 'hrs', 'pasada', 'lanza', 'saludos', 'marlen', 'feliz', 'año']","['aaaa', 'jaja', 'ton', 'si', 'buena', 'hr', 'pasada', 'lanza', 'saludo', 'marlen', 'feliz', 'año']","['aaaa', 'jaj', 'tons', 'si', 'buen', 'hrs', 'pas', 'lanz', 'salud', 'marl', 'feliz', 'año']","['aaaa', 'jaja', 'ton', 'si', 'buena', 'hr', 'pasada', 'lanza', 'saludos', 'marlen', 'feliz', 'año']"
mujer ociosa no puede ser virtuosa,1,mujer ociosa no puede ser virtuosa,"['mujer', 'ociosa', 'no', 'puede', 'ser', 'virtuosa']","['mujer', 'ociosa', 'puede', 'ser', 'virtuosa']","['mujer', 'ociosa', 'pued', 'ser', 'virtuosa']","['muj', 'ocios', 'pued', 'ser', 'virtuos']","['mujer', 'ociosa', 'puede', 'ser', 'virtuosa']"
1477. no pero porque apenas hay confi ,0, no pero porque apenas hay confi ,"['no', 'pero', 'porque', 'apenas', 'hay', 'confi']","['apenas', 'confi']","['apena', 'confi']","['apen', 'confi']","['apenas', 'confi']"
"@aladroqe quizás es porque también hay pocas personas de esas profesiones involucradas en la poítica, y si mucho burócrata ",0, quizás es porque también hay pocas personas de esas profesiones involucradas en la poítica y si mucho burócrata ,"['quizás', 'es', 'porque', 'también', 'hay', 'pocas', 'personas', 'de', 'esas', 'profesiones', 'involucradas', 'en', 'la', 'poítica', 'y', 'si', 'mucho', 'burócrata']","['quizás', 'pocas', 'personas', 'profesiones', 'involucradas', 'poítica', 'si', 'burócrata']","['quizá', 'poca', 'persona', 'profesion', 'involucrada', 'poítica', 'si', 'burócrata']","['quizas', 'poc', 'person', 'profesion', 'involucr', 'poitic', 'si', 'burocrat']","['quizás', 'pocas', 'persona', 'profesiones', 'involucradas', 'poítica', 'si', 'burócrata']"
@1maaariii1 ¿te imaginas que ya saquearon todos los centros comerciales? y en donde vivo ay balazos..,0, ¿te imaginas que ya saquearon todos los centros comerciales y en donde vivo ay balazos,"['te', 'imaginas', 'que', 'ya', 'saquearon', 'todos', 'los', 'centros', 'comerciales', 'y', 'en', 'donde', 'vivo', 'ay', 'balazos']","['imaginas', 'saquearon', 'centros', 'comerciales', 'vivo', 'ay', 'balazos']","['imagina', 'saquearon', 'centro', 'comercial', 'vivo', 'ay', 'balazo']","['imagin', 'saqu', 'centr', 'comercial', 'viv', 'ay', 'balaz']","['imaginas', 'saquearon', 'centros', 'comerciales', 'vivo', 'ay', 'balazos']"
4:18 am. que gran dilema. ¿despertar a mamá para que me baje a abrirme o dejar que siga durmiendo? pd. venga saliendo del trabajo,1, am que gran dilema ¿despertar a mamá para que me baje a abrirme o dejar que siga durmiendo pd venga saliendo del trabajo,"['am', 'que', 'gran', 'dilema', 'despertar', 'a', 'mamá', 'para', 'que', 'me', 'baje', 'a', 'abrirme', 'o', 'dejar', 'que', 'siga', 'durmiendo', 'pd', 'venga', 'saliendo', 'del', 'trabajo']","['am', 'gran', 'dilema', 'despertar', 'mamá', 'baje', 'abrirme', 'dejar', 'siga', 'durmiendo', 'pd', 'venga', 'saliendo', 'trabajo']","['am', 'gran', 'dilema', 'despertar', 'mamá', 'baje', 'abrirm', 'dejar', 'siga', 'durmiendo', 'pd', 'venga', 'saliendo', 'trabajo']","['am', 'gran', 'dilem', 'despert', 'mam', 'baj', 'abrirm', 'dej', 'sig', 'durm', 'pd', 'veng', 'sal', 'trabaj']","['am', 'gran', 'dilema', 'despertar', 'mamá', 'baje', 'abrirme', 'dejar', 'siga', 'durmiendo', 'pd', 'venga', 'saliendo', 'trabajo']"
que oso que soy tan chillona y no me puedo callar y el sr de al lado en el avión nomás no me abraza,1,que oso que soy tan chillona y no me puedo callar y el sr de al lado en el avión nomás no me abraza,"['que', 'oso', 'que', 'soy', 'tan', 'chillona', 'y', 'no', 'me', 'puedo', 'callar', 'y', 'el', 'sr', 'de', 'al', 'lado', 'en', 'el', 'avión', 'nomás', 'no', 'me', 'abraza']","['oso', 'tan', 'chillona', 'puedo', 'callar', 'sr', 'lado', 'avión', 'nomás', 'abraza']","['oso', 'tan', 'chillona', 'puedo', 'callar', 'sr', 'lado', 'avión', 'nomá', 'abraza']","['oso', 'tan', 'chillon', 'pued', 'call', 'sr', 'lad', 'avion', 'nomas', 'abraz']","['oso', 'tan', 'chillona', 'puedo', 'callar', 'sr', 'lado', 'avión', 'nomás', 'abraza']"
"@katikatkats no tengo fotos suyas, espero que sea real y que no exista solo en mi mente u.u",1, no tengo fotos suyas espero que sea real y que no exista solo en mi mente uu,"['no', 'tengo', 'fotos', 'suyas', 'espero', 'que', 'sea', 'real', 'y', 'que', 'no', 'exista', 'solo', 'en', 'mi', 'mente', 'uu']","['fotos', 'espero', 'real', 'exista', 'solo', 'mente', 'uu']","['foto', 'espero', 'real', 'exista', 'solo', 'ment', 'uu']","['fot', 'esper', 'real', 'exist', 'sol', 'ment', 'uu']","['fotos', 'espero', 'real', 'exista', 'solo', 'mente', 'uu']"
a mi papá le regalaron una bolsa de café artesanal y un termo y estoy muy celosa porque a mi seguro me regalan una camiseta o asi.,1,a mi papá le regalaron una bolsa de café artesanal y un termo y estoy muy celosa porque a mi seguro me regalan una camiseta o asi,"['a', 'mi', 'papá', 'le', 'regalaron', 'una', 'bolsa', 'de', 'café', 'artesanal', 'y', 'un', 'termo', 'y', 'estoy', 'muy', 'celosa', 'porque', 'a', 'mi', 'seguro', 'me', 'regalan', 'una', 'camiseta', 'o', 'asi']","['papá', 'regalaron', 'bolsa', 'café', 'artesanal', 'termo', 'celosa', 'seguro', 'regalan', 'camiseta', 'asi']","['papá', 'regalaron', 'bolsa', 'café', 'artesan', 'termo', 'celosa', 'seguro', 'regalan', 'camiseta', 'asi']","['pap', 'regal', 'bols', 'caf', 'artesanal', 'term', 'celos', 'segur', 'regal', 'camiset', 'asi']","['papá', 'regalaron', 'bolsa', 'café', 'artesanal', 'termo', 'celosa', 'seguro', 'regalan', 'camiseta', 'asi']"
he vuelto a escuchar orishas 5 años después y es maravilloso ,0,he vuelto a escuchar orishas  años después y es maravilloso ,"['he', 'vuelto', 'a', 'escuchar', 'orishas', 'años', 'después', 'y', 'es', 'maravilloso']","['vuelto', 'escuchar', 'orishas', 'años', 'después', 'maravilloso']","['vuelto', 'escuchar', 'orisha', 'año', 'despué', 'maravilloso']","['vuelt', 'escuch', 'orish', 'años', 'despues', 'maravill']","['vuelto', 'escuchar', 'orishas', 'años', 'después', 'maravilloso']"
"@murrietaobed pues si  y realmente la pase muy mal el es como mi segundo papá, crecí con el y todo lo que se de fut es por el",1, pues si  y realmente la pase muy mal el es como mi segundo papá crecí con el y todo lo que se de fut es por el,"['pues', 'si', 'y', 'realmente', 'la', 'pase', 'muy', 'mal', 'el', 'es', 'como', 'mi', 'segundo', 'papá', 'crecí', 'con', 'el', 'y', 'todo', 'lo', 'que', 'se', 'de', 'fut', 'es', 'por', 'el']","['pues', 'si', 'realmente', 'pase', 'mal', 'segundo', 'papá', 'crecí', 'fut']","['pue', 'si', 'realment', 'pase', 'mal', 'segundo', 'papá', 'crecí', 'fut']","['pues', 'si', 'realment', 'pas', 'mal', 'segund', 'pap', 'crec', 'fut']","['pues', 'si', 'realmente', 'pase', 'mal', 'segundo', 'papá', 'crecí', 'fut']"
los hombres deben comprarle todo a las mujeres.,1,los hombres deben comprarle todo a las mujeres,"['los', 'hombres', 'deben', 'comprarle', 'todo', 'a', 'las', 'mujeres']","['hombres', 'deben', 'comprarle', 'mujeres']","['hombr', 'deben', 'comprarl', 'mujer']","['hombr', 'deb', 'compr', 'mujer']","['hombre', 'deben', 'comprarle', 'mujeres']"
@elvirachas #willytoledo diciéndole a la cara las verdades de #hableconellas. el primer entrevistado que se atreve a hacerlo en directo ,1,  diciéndole a la cara las verdades de  el primer entrevistado que se atreve a hacerlo en directo ,"['diciéndole', 'a', 'la', 'cara', 'las', 'verdades', 'de', 'el', 'primer', 'entrevistado', 'que', 'se', 'atreve', 'a', 'hacerlo', 'en', 'directo']","['diciéndole', 'cara', 'verdades', 'primer', 'entrevistado', 'atreve', 'hacerlo', 'directo']","['diciéndol', 'cara', 'verdad', 'primer', 'entrevistado', 'atrev', 'hacerlo', 'directo']","['dic', 'car', 'verdad', 'prim', 'entrevist', 'atrev', 'hac', 'direct']","['diciéndole', 'cara', 'verdades', 'primer', 'entrevistado', 'atreve', 'hacerlo', 'directo']"
"a pesar de ser lunes y de que no inicie con el pie derecho, hoy nada me dará bajón, ando motivada con la tesis a dar el power amigos",0,a pesar de ser lunes y de que no inicie con el pie derecho hoy nada me dará bajón ando motivada con la tesis a dar el power amigos,"['a', 'pesar', 'de', 'ser', 'lunes', 'y', 'de', 'que', 'no', 'inicie', 'con', 'el', 'pie', 'derecho', 'hoy', 'nada', 'me', 'dará', 'bajón', 'ando', 'motivada', 'con', 'la', 'tesis', 'a', 'dar', 'el', 'power', 'amigos']","['pesar', 'ser', 'lunes', 'inicie', 'pie', 'derecho', 'hoy', 'dará', 'bajón', 'ando', 'motivada', 'tesis', 'dar', 'power', 'amigos']","['pesar', 'ser', 'lune', 'inici', 'pie', 'derecho', 'hoy', 'dará', 'bajón', 'ando', 'motivada', 'tesi', 'dar', 'power', 'amigo']","['pes', 'ser', 'lun', 'inici', 'pie', 'derech', 'hoy', 'dar', 'bajon', 'ando', 'motiv', 'tesis', 'dar', 'pow', 'amig']","['pesar', 'ser', 'lunes', 'inicie', 'pie', 'derecho', 'hoy', 'dará', 'bajón', 'ando', 'motivada', 'tesis', 'dar', 'power', 'amigo']"
@kurokatze_ si es eso  pero bueno yo que se cada uno tiene sus gustos porque xd amiks,0, si es eso  pero bueno yo que se cada uno tiene sus gustos porque xd amiks,"['si', 'es', 'eso', 'pero', 'bueno', 'yo', 'que', 'se', 'cada', 'uno', 'tiene', 'sus', 'gustos', 'porque', 'xd', 'amiks']","['si', 'bueno', 'cada', 'gustos', 'xd', 'amiks']","['si', 'bueno', 'cada', 'gusto', 'xd', 'amik']","['si', 'buen', 'cad', 'gust', 'xd', 'amiks']","['si', 'bueno', 'cada', 'gusto', 'xd', 'amiks']"
@estefaniajoaq @davidcacho las políticas del pp puede ser discutibles.  pero estos políticos. son de lo que no hay. quw gente.  ,0,  las políticas del pp puede ser discutibles  pero estos políticos son de lo que no hay quw gente  ,"['las', 'políticas', 'del', 'pp', 'puede', 'ser', 'discutibles', 'pero', 'estos', 'políticos', 'son', 'de', 'lo', 'que', 'no', 'hay', 'quw', 'gente']","['políticas', 'pp', 'puede', 'ser', 'discutibles', 'políticos', 'quw', 'gente']","['política', 'pp', 'pued', 'ser', 'discut', 'político', 'quw', 'gent']","['polit', 'pp', 'pued', 'ser', 'discut', 'polit', 'quw', 'gent']","['políticas', 'pp', 'puede', 'ser', 'discutibles', 'políticos', 'quw', 'gente']"
"@viikarii relajate chica  el examene sta done, las notas no van a cambiar por mucho que tiembles asique no te rayes",1, relajate chica  el examene sta done las notas no van a cambiar por mucho que tiembles asique no te rayes,"['relajate', 'chica', 'el', 'examene', 'sta', 'done', 'las', 'notas', 'no', 'van', 'a', 'cambiar', 'por', 'mucho', 'que', 'tiembles', 'asique', 'no', 'te', 'rayes']","['relajate', 'chica', 'examene', 'sta', 'done', 'notas', 'van', 'cambiar', 'tiembles', 'asique', 'rayes']","['relaj', 'chica', 'examen', 'sta', 'done', 'nota', 'van', 'cambiar', 'tiembl', 'asiqu', 'ray']","['relajat', 'chic', 'examen', 'sta', 'don', 'not', 'van', 'cambi', 'tiembl', 'asiqu', 'ray']","['relajate', 'chica', 'examene', 'sta', 'done', 'notas', 'van', 'cambiar', 'tiembles', 'asique', 'rayes']"
@policia. precaución amigo conductor que la senda es peligrosa..... lo importante es llegar. ,0, precaución amigo conductor que la senda es peligrosa lo importante es llegar ,"['precaución', 'amigo', 'conductor', 'que', 'la', 'senda', 'es', 'peligrosa', 'lo', 'importante', 'es', 'llegar']","['precaución', 'amigo', 'conductor', 'senda', 'peligrosa', 'importante', 'llegar']","['precaución', 'amigo', 'conductor', 'senda', 'peligrosa', 'important', 'llegar']","['precaucion', 'amig', 'conductor', 'send', 'peligr', 'import', 'lleg']","['precaución', 'amigo', 'conductor', 'senda', 'peligrosa', 'importante', 'llegar']"
"- ¿qué me estás arrimando? - algo que te gusta mucho y está en mi entrepierna. - amor, guarda ese pepino, tú pene no es tan grande. - ay",1, ¿qué me estás arrimando  algo que te gusta mucho y está en mi entrepierna  amor guarda ese pepino tú pene no es tan grande  ay,"['qué', 'me', 'estás', 'arrimando', 'algo', 'que', 'te', 'gusta', 'mucho', 'y', 'está', 'en', 'mi', 'entrepierna', 'amor', 'guarda', 'ese', 'pepino', 'tú', 'pene', 'no', 'es', 'tan', 'grande', 'ay']","['arrimando', 'gusta', 'entrepierna', 'amor', 'guarda', 'pepino', 'pene', 'tan', 'grande', 'ay']","['arrimando', 'gusta', 'entrepierna', 'amor', 'guarda', 'pepino', 'pene', 'tan', 'grand', 'ay']","['arrim', 'gust', 'entrepiern', 'amor', 'guard', 'pepin', 'pen', 'tan', 'grand', 'ay']","['arrimando', 'gusta', 'entrepierna', 'amor', 'guarda', 'pepino', 'pene', 'tan', 'grande', 'ay']"
libros que enganchan desde la primera página y hacen que el tiempo vuele....! buenisismas noches ,0,libros que enganchan desde la primera página y hacen que el tiempo vuele buenisismas noches ,"['libros', 'que', 'enganchan', 'desde', 'la', 'primera', 'página', 'y', 'hacen', 'que', 'el', 'tiempo', 'vuele', 'buenisismas', 'noches']","['libros', 'enganchan', 'primera', 'página', 'hacen', 'tiempo', 'vuele', 'buenisismas', 'noches']","['libro', 'enganchan', 'primera', 'página', 'hacen', 'tiempo', 'vuel', 'buenisisma', 'noch']","['libr', 'enganch', 'primer', 'pagin', 'hac', 'tiemp', 'vuel', 'buenisism', 'noch']","['libros', 'enganchan', 'primera', 'página', 'hacen', 'tiempo', 'vuele', 'buenisismas', 'noches']"
@lonelysoad mientras que no te pillen la primera semana que es cuando tienes la nariz como un payaso ,0, mientras que no te pillen la primera semana que es cuando tienes la nariz como un payaso ,"['mientras', 'que', 'no', 'te', 'pillen', 'la', 'primera', 'semana', 'que', 'es', 'cuando', 'tienes', 'la', 'nariz', 'como', 'un', 'payaso']","['mientras', 'pillen', 'primera', 'semana', 'nariz', 'payaso']","['mientra', 'pillen', 'primera', 'semana', 'nariz', 'payaso']","['mientr', 'pill', 'primer', 'seman', 'nariz', 'payas']","['mientras', 'pillen', 'primera', 'semana', 'nariz', 'payaso']"
"buenos días!!! los retos en la vida no están ahí para paralizarte, sino para ayudarte a descubrir quién y que tan fuerte eres... besitos",0,buenos días los retos en la vida no están ahí para paralizarte sino para ayudarte a descubrir quién y que tan fuerte eres besitos,"['buenos', 'días', 'los', 'retos', 'en', 'la', 'vida', 'no', 'están', 'ahí', 'para', 'paralizarte', 'sino', 'para', 'ayudarte', 'a', 'descubrir', 'quién', 'y', 'que', 'tan', 'fuerte', 'eres', 'besitos']","['buenos', 'días', 'retos', 'vida', 'ahí', 'paralizarte', 'sino', 'ayudarte', 'descubrir', 'quién', 'tan', 'fuerte', 'besitos']","['bueno', 'día', 'reto', 'vida', 'ahí', 'paralizart', 'sino', 'ayudart', 'descubrir', 'quién', 'tan', 'fuert', 'besito']","['buen', 'dias', 'ret', 'vid', 'ahi', 'paralizart', 'sin', 'ayudart', 'descubr', 'quien', 'tan', 'fuert', 'besit']","['buenos', 'días', 'retos', 'vida', 'ahí', 'paralizarte', 'sino', 'ayudarte', 'descubrir', 'quién', 'tan', 'fuerte', 'besitos']"
se qué razas están entre mis preferencias... pero va a ser muy difícil adoptar alguna de ellas ,1,se qué razas están entre mis preferencias pero va a ser muy difícil adoptar alguna de ellas ,"['se', 'qué', 'razas', 'están', 'entre', 'mis', 'preferencias', 'pero', 'va', 'a', 'ser', 'muy', 'difícil', 'adoptar', 'alguna', 'de', 'ellas']","['razas', 'preferencias', 'va', 'ser', 'difícil', 'adoptar', 'alguna']","['raza', 'preferencia', 'va', 'ser', 'difícil', 'adoptar', 'alguna']","['raz', 'preferent', 'va', 'ser', 'dificil', 'adopt', 'algun']","['razas', 'preferencias', 'va', 'ser', 'difícil', 'adoptar', 'alguna']"
"@manuelortegama4 se llama wolf, es la mascota #sesalen en apoyo a los deportistas paralímpicos más inf https://t.co/kql89udr3h",0, se llama wolf es la mascota  en apoyo a los deportistas paralímpicos más inf ,"['se', 'llama', 'wolf', 'es', 'la', 'mascota', 'en', 'apoyo', 'a', 'los', 'deportistas', 'paralímpicos', 'más', 'inf']","['llama', 'wolf', 'mascota', 'apoyo', 'deportistas', 'paralímpicos', 'inf']","['llama', 'wolf', 'mascota', 'apoyo', 'deportista', 'paralímpico', 'inf']","['llam', 'wolf', 'mascot', 'apoy', 'deport', 'paralimp', 'inf']","['llama', 'wolf', 'mascota', 'apoyo', 'deportistas', 'paralímpicos', 'inf']"
el rosa es solo para las nenas.,1,el rosa es solo para las nenas,"['el', 'rosa', 'es', 'solo', 'para', 'las', 'nenas']","['rosa', 'solo', 'nenas']","['rosa', 'solo', 'nena']","['ros', 'sol', 'nen']","['rosa', 'solo', 'nenas']"
@beautyblog_es @isasaweis @_anamilan_ ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no?,1,   ohhhhh eso tiene que ser muy divertido  me imagino que los hombres están vetados no,"['ohhhhh', 'eso', 'tiene', 'que', 'ser', 'muy', 'divertido', 'me', 'imagino', 'que', 'los', 'hombres', 'están', 'vetados', 'no']","['ohhhhh', 'ser', 'divertido', 'imagino', 'hombres', 'vetados']","['ohhhhh', 'ser', 'divertido', 'imagino', 'hombr', 'vetado']","['ohhhhh', 'ser', 'divert', 'imagin', 'hombr', 'vet']","['ohhhhh', 'ser', 'divertido', 'imagino', 'hombre', 'vetados']"
estás algo nerviosa… ¿no estarás en uno de esos días?,1,estás algo nerviosa… ¿no estarás en uno de esos días,"['estás', 'algo', 'nerviosa', 'no', 'estarás', 'en', 'uno', 'de', 'esos', 'días']","['nerviosa', 'días']","['nerviosa', 'día']","['nervios', 'dias']","['nerviosa', 'días']"
"@gloryagpem @karench0708 ayer andábamos por allá jaja, le diré que vayamos mañana a ver si me dejan gracias lindas",0,  ayer andábamos por allá jaja le diré que vayamos mañana a ver si me dejan gracias lindas,"['ayer', 'andábamos', 'por', 'allá', 'jaja', 'le', 'diré', 'que', 'vayamos', 'mañana', 'a', 'ver', 'si', 'me', 'dejan', 'gracias', 'lindas']","['ayer', 'andábamos', 'allá', 'jaja', 'diré', 'vayamos', 'mañana', 'ver', 'si', 'dejan', 'gracias', 'lindas']","['ayer', 'andábamo', 'allá', 'jaja', 'diré', 'vayamo', 'mañana', 'ver', 'si', 'dejan', 'gracia', 'linda']","['ayer', 'andab', 'alla', 'jaj', 'dir', 'vay', 'mañan', 'ver', 'si', 'dej', 'graci', 'lind']","['ayer', 'andábamos', 'allá', 'jaja', 'diré', 'vayamos', 'mañana', 'ver', 'si', 'dejan', 'gracias', 'lindas']"
el “no” de una mujer significa: “ruégame un poco más”,1,el “no” de una mujer significa “ruégame un poco más”,"['el', 'no', 'de', 'una', 'mujer', 'significa', 'ruégame', 'un', 'poco', 'más']","['mujer', 'significa', 'ruégame']","['mujer', 'significa', 'ruégam']","['muj', 'signif', 'ruegam']","['mujer', 'significa', 'ruégame']"
"otsss uno se siente igual, lo peor es que realmente tuvo la culpa este pobre hombre",1,otsss uno se siente igual lo peor es que realmente tuvo la culpa este pobre hombre,"['otsss', 'uno', 'se', 'siente', 'igual', 'lo', 'peor', 'es', 'que', 'realmente', 'tuvo', 'la', 'culpa', 'este', 'pobre', 'hombre']","['otsss', 'igual', 'peor', 'realmente', 'culpa', 'pobre', 'hombre']","['otsss', 'igual', 'peor', 'realment', 'culpa', 'pobr', 'hombr']","['otsss', 'igual', 'peor', 'realment', 'culp', 'pobr', 'hombr']","['otsss', 'igual', 'peor', 'realmente', 'culpa', 'pobre', 'hombre']"
@vinagreando tendremos que probarlos y de paso hacer alguna video receta chicos  @cocinadeenloqui,0, tendremos que probarlos y de paso hacer alguna video receta chicos  ,"['tendremos', 'que', 'probarlos', 'y', 'de', 'paso', 'hacer', 'alguna', 'video', 'receta', 'chicos']","['probarlos', 'paso', 'hacer', 'alguna', 'video', 'receta', 'chicos']","['probarlo', 'paso', 'hacer', 'alguna', 'video', 'receta', 'chico']","['prob', 'pas', 'hac', 'algun', 'vide', 'recet', 'chic']","['probarlos', 'paso', 'hacer', 'alguna', 'video', 'receta', 'chico']"
@manue1112 quedan ocho meses y aún está todo por hacer. confiemos en poder realizar el proyecto que tenemos planteado. paciencia ,0, quedan ocho meses y aún está todo por hacer confiemos en poder realizar el proyecto que tenemos planteado paciencia ,"['quedan', 'ocho', 'meses', 'y', 'aún', 'está', 'todo', 'por', 'hacer', 'confiemos', 'en', 'poder', 'realizar', 'el', 'proyecto', 'que', 'tenemos', 'planteado', 'paciencia']","['quedan', 'ocho', 'meses', 'aún', 'hacer', 'confiemos', 'poder', 'realizar', 'proyecto', 'planteado', 'paciencia']","['quedan', 'ocho', 'mese', 'aún', 'hacer', 'confiemo', 'poder', 'realizar', 'proyecto', 'planteado', 'paciencia']","['qued', 'ocho', 'mes', 'aun', 'hac', 'confi', 'pod', 'realiz', 'proyect', 'plant', 'pacienci']","['quedan', 'ocho', 'me', 'aún', 'hacer', 'confiemos', 'poder', 'realizar', 'proyecto', 'planteado', 'paciencia']"
he salido de casa sin ir al baño y me estoy meando como una persona mayor ,0,he salido de casa sin ir al baño y me estoy meando como una persona mayor ,"['he', 'salido', 'de', 'casa', 'sin', 'ir', 'al', 'baño', 'y', 'me', 'estoy', 'meando', 'como', 'una', 'persona', 'mayor']","['salido', 'casa', 'ir', 'baño', 'meando', 'persona', 'mayor']","['salido', 'casa', 'ir', 'baño', 'meando', 'persona', 'mayor']","['sal', 'cas', 'ir', 'bañ', 'meand', 'person', 'mayor']","['salido', 'casa', 'ir', 'baño', 'meando', 'persona', 'mayor']"
@pandeliria @eltuitdrink bien! yo no se que tiene el mundo en contra de la tercera generación  mi fav es la primera pero merece la pena.,0,  bien yo no se que tiene el mundo en contra de la tercera generación  mi fav es la primera pero merece la pena,"['bien', 'yo', 'no', 'se', 'que', 'tiene', 'el', 'mundo', 'en', 'contra', 'de', 'la', 'tercera', 'generación', 'mi', 'fav', 'es', 'la', 'primera', 'pero', 'merece', 'la', 'pena']","['bien', 'mundo', 'tercera', 'generación', 'fav', 'primera', 'merece', 'pena']","['bien', 'mundo', 'tercera', 'generación', 'fav', 'primera', 'merec', 'pena']","['bien', 'mund', 'tercer', 'gener', 'fav', 'primer', 'merec', 'pen']","['bien', 'mundo', 'tercera', 'generación', 'fav', 'primera', 'merece', 'pena']"
@albgard oh  ¿me estás llamando gordo? jajaja grazie ruliño  lo mismo puedo decir ,1, oh  ¿me estás llamando gordo jajaja grazie ruliño  lo mismo puedo decir ,"['oh', 'me', 'estás', 'llamando', 'gordo', 'jajaja', 'grazie', 'ruliño', 'lo', 'mismo', 'puedo', 'decir']","['oh', 'llamando', 'gordo', 'jajaja', 'grazie', 'ruliño', 'mismo', 'puedo', 'decir']","['oh', 'llamando', 'gordo', 'jajaja', 'grazi', 'ruliño', 'mismo', 'puedo', 'decir']","['oh', 'llam', 'gord', 'jajaj', 'grazi', 'ruliñ', 'mism', 'pued', 'dec']","['oh', 'llamando', 'gordo', 'jajaja', 'grazie', 'ruliño', 'mismo', 'puedo', 'decir']"
