Texto_preprocesado,Sentimiento
José Antonio Nieto exsecretari dEstat de Seguretat  Hi havia risc de xoc entre la població que creia que tenia dret a celebrar l1O i el mandat judicial a complir    ,Neutral
 De moment tothom al ConsellxRepublica que no és tant sols Puigdemont De fet el dirigeix Toni Comín El Consell no és un partit tant sols una eina i serà vàlida per qualsevol partit,Positivo
 El que faltaba el illuminat enxufat i “tontopollas” del Sala i Martin opinant Tan inparcial ell,Negativo
 TERTÚLIA  A la tertúlia davui ens acompanyen  José Antich Ferran Casas  Mònica Sabata  Arturo Puente  Alejandro Tercero    ,Negativo
Rivera diu que Arrimadas és  la millor dona de la política espanyola”  ,Neutral
Ahir tenia tants tremolors per la febre que em vaig posar a imitar a Hitler traientse les ulleres a El Hundimiento Perquè estar malalt no està barallat amb FER LIMBÈCIL,Negativo
Per què ja és hora de sacsejar lstatu quo polític de Lleida Les  són democràcia directa amb llistes obertes programa participatiu i fiscalització constant Aquest dissabte 23F participa a les       ,Positivo
 PSICÒPATA CRIMINAL  Este tipejo que habla és el 155 NEGACIÓN VOTO EMITIDO I DDHH i AMENAZA DE MASSACRE  Cinico és  quedarse corto,Positivo
Hui dia complet Pel matí reunió del Comitè Autonòmic de Ciudadanos a la Comunitat després mascletà ciudadana i menjar faller amb companys de tota la província i el nostre candidat a la Generalitat  ,Negativo
Benvolguts  i   avui hem tingut la primera sentència absolutòria a un  maderu  per el 1O El dia 29 venen a BCN a demanar més medalles per la Operaciò Copèrnico Què penseu fer Equidistáncia o defensar   RT a Tope  ,Positivo
           I ens estranyem que no deixen posar els videos  ,Positivo
No és per res però crec q algú hauria dexplicar amb dibuixets al Tribunal als fiscals a ladvocacia de lestat i sobretot als de VOX tot el què està dient en  xq em sembla q no es cosquen ni de la meitat     ,Positivo
 Bon dia   Us deixo la meva nova    Mirada Franquista    Les podeu trobar totes al meu web  Projectes  Vinyetes  ,Positivo
Gràcies Oriol Això és exactament el que necessitem que et mengis el marró mentrestant nosaltres ens mengem la llagosta Jajajaja       ,Negativo
  Enric Millo sobre Carles Puigdemont “Jo esperava que ell rectifiqués que tingués alguna fase de lucidesa” ,Neutral
  Manuel  el fiscal de laznaritat que jutjarà l  Inaugurem una nova secció per radiografiar el poder polític econòmic i judicial amb un perfil del jutge pendent duna recusació Per  ,Positivo
Ja tenim a la teva disposició lInforme Breu de   Una publicació que vol fer avançar el  a leducació  Hi trobaràs els fonaments principals eixos i reflexions que esperem siguin dinspiració i et portin a lacció  ENLLAÇ  ,Negativo
8 de març dia Internacional de les Dones CCOO convoca vaga general a leducació       ,Negativo
RT   i quan fóssim un milió proclamaríem la independència i posaríem tota aquesta puta gent allà on haurien de…,Positivo
  els mossarabs no podien ser convertits al cristianisme perque ja eren cristians Crec que et confons amb els moriscos,Negativo
Arrimadas i Paquita la Rebentaplenaris    Personatges sense altre projecte ni estratègia que la de la provocació orientada a destruir el sobiranisme en defensa d’una unitat de la pàtria a qualsevol preu a la força si cal  ,Positivo
El dia  vénen a celebrar això Recordeu que   No ho celebraràn  ,Positivo
El judici del procés en directe Es reprèn el judici del procés amb les declaracions dels excaps de la Policia Nacional i la Guàrdia Civil a Catalunya     ,Neutral
 Més val q faci monòlegs pq acaba de quedar com un imbècil a part de trapasser Diu vi piernas rotas Si home estaven tots lisiats,Neutral
  MATÍ  Impuls des de Girona a ADIC PER LA REPÚBLICA  Acte de presentació d plataforma que aplega servidores públiques i servidors públics fidels al mandat democràtic de l  ASSEMBLEA OBERTA Ateneu Salvadora Catà  1130h   ,Positivo
Això ho diu algú del partit que va enviar als mossos a pegar a manifestants un partit que els va acusar de colpistes i terroristes després va demanar presó Torra Turull Puig Mas etc Hipòcrita de merda Calla    ,Negativo
AVUI a les ⏰20 h com tots els Dilluns  ASSEGUDA POPULAR a l’Acollidora per recolzar els nostres representants que durant aquesta dies es troben davant  el  continuem exigint la  i  Us hi esperem  ,Positivo
És admirable com  per davant de defensarse a sí mateix defensa amb força i vehemència el cos de   Gràcies Conseller  ,Positivo
  Així que cap sorpresa al   daquesta  gent  del   Tampoc ho esperàvem  ,Positivo
 Sant Cugat no satura Organitzemnos per parar el país  Dilluns 4F ASSEMBLEA OBERTA per preparar la Vaga General del 7 de Febrer   DILLUNS 4 de febrer  ⏩  20h al Club Muntanyenc ⏩  I en acabar ENCARTELLADA POPULAR    Passaho ,Positivo
    rellegeixte els castellanoparlants que sesforcin a entendre Ada Colau que no utilitzi un idioma que coneix perfectament  Com aquella entrevista esperpèntica del FAQs a lalcalde de Medellín,Negativo
    No sol el govern del Brasil amenaça que despedida funcionaris per la seva ideologiaAmzon ya o favolem fer mes gran aquet monstre,Positivo
Doncs aleshores ja sabem dentrada que els 47 escons seran tots autonomistes Tant si voteu com si no perquè suposo que no pretendreu fer creure que votar ERC PDeCat o els seus succedanis és votar independentista oi ,Negativo
Lexposició Conseqüències mostra el projecte fotogràfic de Pep Novellón Una reconstrucció del viatge que va fer el seu pare fugint de les bombes feixistes durant la Guerra Civil des d’un poble d’Aragó fins a França Fins al 17 dabril a l   ,Neutral
 Exacte Isabel ens toca picar molta pedra amiga,Negativo
La desconnexió ja no és ni legal ni econòmica ni territorial  Efectivament hi és només a la imaginació  Si és que existeix científicament la desconnexió mental ,Negativo
De los Cobos reconeix que ens van ostiar en més de 100 escoles,Negativo
RT    Amb 17 anys Ets més RUC q el q envia les fakenewsBORREGOS,Negativo
Preneune nota  els collegis professionals espanyols es posicionen de forma clara a favor del seu govern fins i tot sent antidemocràtic Potser és hora que els collegis catalans superin el fals discurs de la neutralitat i facin costat a les institucions catalanes ,Positivo
RT  Isabel Coixet diu que els presos estan tancats  pels seus actes  i no per les seves  idees  ,Negativo
Estava clar que la trampa estava al vot per correu i al vot exterior però va haver gent que el famos “recompte paral·lel” el va amagar per protegir l’estat Amb la escusa de no perjudicar als presos polítics han permés un munt de barbaritats ,Positivo
 ATENCIÓ   ALERTA DE DESALLOTJAMENT DE PLAÇA SANT JAUME  Arriben BRIMOS i es preparen per carregar  Tots i totes a la PLAÇA  ‼‼‼‼‼‼‼  ,Positivo
 el govern rep una citació el dia 3110 de 155 pàgines per presentarse el dia 211 i sels queden a tots en presó preventiva i encara hem de creure en el funcionament daquest sistema judicial i acatarlo No està plena danomalies aquesta causa,Positivo
 No sautoritza escorta perque no hi ha risc pero no sautoritzava la conferencia al Parlament Europeu per risc per la seguretat ‍ ,Negativo
Els acusats podran parlar en català La traducció serà consecutiva El tribunal rebutja la traducció simultània perquè no hi ha prou auriculars   ,Neutral
RT  ¿Votar a Valls es votar separatismo ,Negativo
Informació al telenotícies comarques sobre els impediments q el govern d  ens posa a ⁦⁩ per seguir defensant el dret a l’habitatge i lluitant contra els efectes d la pobresa ,Positivo
Puigdemont respon Arrimadas que està disposat a rebrela a Waterloo si és per  una entrevista cordial  i li agraeix que reconegui  la importància que té la Casa de la República   ,Neutral
La magistrada que va ordenar impedir l1O saparta voluntàriament del judici a la Mesa del Parlament ,Neutral
RT  Proposo el Premi Catalàna Despechadoda de l’any Van rebre un no dels indepes i no ho han pït,Positivo
Quan dius les veritats la gent et critica L1 doctubre vam votar més de 2 milions de persones L11 de setembre hi havia 1 milió de persones Això vol dir que aproximadament el 50 dels independentistes el dia 11S treballaven o comencen a estar cansats del procés,Positivo
RT  Fins i tot el diari  Ara reconeix el fracàs de la  vaga  nacionalista del 21F   ,Negativo
   Les  del  són una oportunitat per construir àmplies majories amb lEspanya democràtica Cal una garantia de canvi i de llibertat pels presos polítics i aquesta garantia es diu encomu  ,Negativo
 Anar a buscar un devantal i un Fairy i dirli que si vol entrar els ha de portar posats,Negativo
RT     Guanyarem perquè som al costat bo de la història ,Neutral
Les congressistes demòcrates desafien Trump vestintse de blanc en homenatge a les sufragistes i per fer visible la majoria de l’oposició al Congrés  ,Neutral
Un divendres més demanem l’  dels nostres presos i  de veritat davant d’aquest         ,Positivo
 No sé si és per a riure o per a plorar Han perdut el nord,Negativo
Avui sacaba lúltimàtum que Espanya França Alemanya i el Regne Unit van donar a Nicolás Maduro perquè convoqui eleccions i evitar així reconèixer Juan Guaidó com a president de Veneçuela ,Neutral
RT  Els familiars dels presos tornen a denunciar les condicions de les visites a Soto del Real  via …,Positivo
  El programa que estem fent per  no serà un simple llistat de propostes serà una nova visió de ciutat    ,Negativo
RT  El problema és que el seu discurs no li evitarà la presó    ,Neutral
 La nostre unitat és la seva por Lo poble unit fent pinya Lo poder popular Lempoderament Tornemhi       ,Positivo
Demà hi havia una plaga de desnonaments al districte però finalment es queda en tres a  pels que lluitarem per evitar que les famílies es quedin sense casa        ,Positivo
         Molt fort La policia no te prohibit utilizar porres normal Per aixo les porten no Feu riureiels mossos Nomes fan judo fue riuremolt,Negativo
 Twitter es la gran sala dels petons i abraçades perduts,Neutral
 Va perdre el ull per acosar a la policia Va ser un accident y practicar aquest “esport de risc” ho va decidir ell,Negativo
  Majordom amoral a les ordres de lautoritat monàrquica colonial Cap agressió quedarà sense resposta Serà jutjat i condemnat per tota la ignomínia generada    ,Positivo
  El que sé segur és que tu no ets qui per dirme hipòcrita,Negativo
Millo és la tercera persona a la sala q parla de “muralles humanes” després del fiscal i de l’exvicepresidenta Soraya Sáenz d Santamaria  ,Positivo
Entrevista a   La nostra por serà la victòria de l’Estat Si no tenim por seguirem avançant Jo no vull presos ningú vol més presos però si acceptem el xantatge de l’Estat serem per sempre més presoners seus  200918   ,Positivo
CATALUNYA ha de ser la tomba del feixisme  Assange i Chomsky ho saben Els demòcrates europeus ho saben Ara sí que el món ens admirarà La situació és prou excepcional per fer una candidatura independentista unitària en defensa de la democràcia unitària Femho,Positivo
   ha traït al poble català com ho han fet tots els acusats exiliats i el Govern de Vichy,Negativo
RT  VÍDEO EN DIRECTE Romeva afirma que no hi ha cap delicte en els fets i nega cap malversació del govern ,Positivo
    La merda que escampen aquests dos apesta,Negativo
José María EspejoSaavedra  La meva advertència quan es va aprovar la llei de pressupostos amb una partida per al referèndum va ser escoltada però no atesa    ,Neutral
RT  Això és una vaga feminista la resta són punyetes  ,Negativo
RT   el meu fill de 18 anys  va amb 7 amics i la meva filla de 16 va amb 3 més,Positivo
Les titelles són divertides excepte quan tenen poder i el cedeixen a les mans que mouen els fils  Avui us animem a piular amb el hashtag       Somhi   Podeu seguir levolució del  a aquest link   ,Positivo
RT  El primer que manomeni Fairy Jeremies serà reportat i blocat aviso,Neutral
Puigdemont és la sort i lesperança de tota Catalunya hi viureu els unionistes també Sardà Ets un esperit pobre si no ho saps veure i el crit de MUNCH serà el crit de la ultradreta quan assolirem la República Un dia vaig pensar que eres desquerres ,Positivo
Ja els autors i ponents en la presentació del llibre     amb els ex consellers Felip Puig i Jordi Baiget presentats per  ,Neutral
RT   la repetició es cara i dolenta Revisem el tema de les repeticions Francesc Colomé,Negativo
He anat a una escola a preguntar a un nen de 12 anys i una de 10 si a lescola els parlen de independència Mhan dit que no però que creuen que una Cat indep milloraria el PIB i PNB per càpita les despeses agregades dels consumidors la inversió privada i les exportacions netes,Positivo
 Real Jo ja vaig descobrirho fa temps dels dos,Neutral
Twiiter segueix suspenent comptes sense donar explicacions Per això demano un RT molt fort  i que   pugui recuperar tots els seguidors fesho per ella i per els fatxes que la reporten en massa QUE CORRI NO  QUE VOLI  ,Neutral
 Secillament tinguem ull del nostre voltant inmediat Tlf apunt per filmar Som moooolts nosaltres no s atrevirant Hi hauran milers dulls atents TRANQUILITAT I BONA DIADA ES MOLT IMPORTANT QUE HI SIGUEM SOMHI,Negativo
RT    Els del Tripartit pel 155 sempre units contra Catalunya ,Neutral
Territoris indefinits Reflexions sobre el postcolonialisme Lexposició aborda l’empremta de la repressió i la despossessió colonial així com també els reptes de la independència i la condició postcolonial Del 17 de maig al 20 d’octubre del 2019  ,Neutral
Ha quedat clarEls processistes ens volen seguir enganyant  Necessitem una líder de la societat civil q aglutini el pobleel lideri i passi per sobre la casta política pactista                 ,Positivo
El problema és q tot això q diuen ara al judici no es el que deien ara fa any i mig I als qui ho deien els atacaven feroçment Pq el procés consistia  precisament en això,Negativo
Què passa quan li preguntes al conseller Alfred Bosch si ha acollit mai menas o refugiats a casa seva    ,Negativo
 ex presidenta del Parlament Escocès Mai havia vist tanta por convertida en dignitat l1O Ha afegit que la  és a la presó per cumplir el seu deure de permetre el debat parlamentari i és incomprensible a ulls del món   ,Positivo
  Gràcies Gerard La veritat es una i el video complet es una evidencia Qui es el mentider es molt evident,Negativo
Avui a laula de Periodisme Polític de la  descobrim els secrets de la feina del  amb en  DG de Comunicació del Govern de Catalunya,Negativo
Els exdiputats de la Cunidospodemos David Fernàndez i Mireia Boya critiquen José Antonio Nieto perquè ha dit que hi havia una ordre judicial per a la intervenció de la Policia Nacional a la seu de la Cunidospodemos del 20 de setembre    ,Neutral
Els VTC competeixen amb el taxi per obtenir el favor de la Unió Europea ,Neutral
Veig que no els hi agrada ni la seva pròpia història i lhan de censurar No maturaré i contra més repressió més vídeos més tweets més accions més opinió i més parlar No callarem mai Sigui com sigui  ,Neutral
RT  Oriol Junqueras  És un judici polític per això renuncio a contestar les preguntes de les acusacions   ,Positivo
Els excaps de la Policia Nacional i la Guàrdia Civil a Catalunya Sebastián Trapote i Ángel Gozalo han assegurat que als col·legis es van trobar amb una alta  virulència  l’1O Les seves declaracions resumides en 10 frases   ,Neutral
ATENCIÓ   A partir de dilluns i fins finals de juny farem la 1a fase de les obres a la crta del Pla el passeig dels Caputxins i adjacents  Si resideixes als C Veciana Maria Codina Priorat del Lledó i Sant Magí podràs accedir des del Passeig dels Caputxins  ,Neutral
Ciutadans arrenca la precampanya amb la decisió de l’executiva de no pactar amb el PSOE  ,Neutral
Maribel Cera presidenta de lAssociació Catalana de Dones de la Mar “La feina de la dona sempre ha estat a lombra És una part important del sector primari i és una llàstima que no es valori”     ,Positivo
A  ho hem tornat a fer el Raval ple de gom a gom x denunciar aquest  i reclamant més que mai la    Mai podrem agrairvos tot el que feu avui i cada dia Gràcies gràcies i moltes gràcies   ,Positivo
RT  Jo crec que sha de votar a totes les eleccions  És lúnica arma que tením,Positivo
El PP PSOE i Cs escriuen al president del parlament europeu Tajani per impedir que el MHP  Puigdemont i el MHP  puguin comparèixer al Parlament Europeu  140219 ,Positivo
  Demà festa Aniré al col·legi on vaig estar tot els dia des de les 5 del matí per que podessim votar i que no senduguessin les urnes Torno a tenir el nus a lestomac i nervis com aquella nit Però demà no tindré por com vaig tenir fa un any,Positivo
Separatismo Catalán EL MAYOR FAKE DE LA HISTORIA  ,Negativo
RT  A partir dara PP Ciudadanos i VOX son partits dideologia  sobada  no de dreta   ,Neutral
Quan set fica un troll espanyolista en un tuit com costa desempallegarse dell sense bloquejarlo Que pesats que són hosties No tenen res més a fer que venir a tocar els collons  Aneu a la merda home,Negativo
nivell patètic cap sorpresa per altra banda Fiscalia i Advocacia han demostrat q no porten gens preparat el judici una mostra q tant sels hi fot ja que la condemna segurament ja està escrita redactada i a punt per ser signada,Negativo
RT   Vigila quen Turull considera que bloquejar parlaments es fer un cop destat encobert Potser que no lagradi…,Negativo
 Ja era hora que visites a exiliats i presos politics,Positivo
 I jo insistesc si una llei és un injusta shan destablir els diàlegs necessaris entre polítics per canviarho Si una part no vol dialogar llavors Rosa Parks sasseu on fins ara no tenia prohibit,Positivo
RT  Concentracions a Gràcia per la llibertat dels presos polítics ,Positivo
 a Torra de racisme de xenòfobia de classisme i menyspreu a les classes baixes i de sembrar lodi entre catalans ,Negativo
Els exhibidors alemanys demanen que s’expulsi la pel·lícula de Coixet de la Berlinale perquè la finança Netflix  ,Neutral
 Tontito es poc Ets massa politicament correcte,Negativo
Realitzen per primera vegada una operació ultraprecisa per erradicar el mal de cap ,Neutral
 bon final de guàrdia  Ara si que si queda res ,Neutral
RT  El govern decreta els serveis mínims per a la vaga general del   ,Positivo
Els vehicles amb motors de combustió no es podran fabricar a partir del 2040  ,Neutral
DUES NOTICIES QUE JUNTES SENTENEN MILLOR Donen protecciò policial a Ribiera Abdul Ababascal i el Ortega Smith en recerca per la justícia Anglesa Interior no dona permís per protegir a  a Bruseles  ,Positivo
He valorat lesforç de diàleg i concertació entre els que tenim interessos divergents en uns moments en els que alguns ataquen a qui no pensa com ells  Aquí hem de buscar un futur millor tenint en compte a qui pensa diferent buscant un camí que poguem recórrer plegats,Negativo
Altre cop Europa en joc Ara a Suècia La xenofòbia no pot tenir lloc a la democràcia europea Però nomès ho aconseguirem conquerint arreu les fites de l’equitat i el respecte a la diferencia No volem l’extrema dreta ni a Suècia ni enlloc d’Europa Femla fora També a Catalunya,Negativo
RT   Ara satreveixen fa 20 anys només pintaven a les Parets Catalan recuerda que estàs en Aragón  són ells els q…,Neutral
RT  LAZOS AMARILLOS Manuel Valls critica el “show” de un irresponsable Quim Torra ,Negativo
           De fet només el Consell Nacional del  ja multiplica per uns quants cops la militància de   Però també és cert que per una acció política basada en gestionar un compte de Twitter i criticar els altres independentistes tampoc cal ser gaires oi,Positivo
Jordi Turull  La Constitució diu que hi ha un servei militar obligatori però la mili ja no existeix    ,Positivo
A partir de les 22h anàlisi de lactualitat del dia amb Manuel Cuyàs  Ernest Benach  Mar Aguilera  i Sonia Andolz      ,Neutral
Ara   Dona la sensació que tenen al·lèrgia a la democràcia no accepten el que vota aquest  estan en contra de les urnes del diàleg i dels referèndums però la democràcia es basa en que tothom pugui votar Volen prohibir el que no els agrada  ,Positivo
David Pérez  Vam demanar un informe del Consell de Garanties Estatutàries i la majoria de la mesa ho va considerar innecessari el dia de la llei del referèndum    ,Neutral
 Hem sortit i ho tornarem a fer per dir que l’autodeterminació és un dret no un delicte Convertirem aquest judici en un bumerang contra l’Estat   No ens aturarem  Dijous  Organitzat i baixa als carrers   ,Positivo
Agraït i emocionat per la dedicatòria  Sou molt grans   Tres grupos de limpieza de propaganda secesionista dedican la  Operación carnaval  al abogado de Puigdemont  El Catalán ,Negativo
Denunciem la paràlisi i el menysteniment que pateix el Parlament ,Negativo
      Si el  suma de les no indepes supera a la indepe pues nos jodemos y punto No hi ha més misteri Mare meva quin perill,Positivo
‼ A 1 setmana de la  L11S tornem a omplir els carrers per la llibertat i la democràcia Ens veiem a la Diagonal a Barcelona      Recorda que thi pots inscriure aquí   ,Positivo
  Impecable el discurs del MH Vicepresident  davant d’un tribunal més propi de la inquisició que del SXXI no ens defensem perquè no en fet cap delicte si no acusen a l’estat de vulnerar els nostres drets legítims de llibertat i democràcia,Positivo
Guia per a seguir la conferència de Quim Torra   La societat  els indepes  El poble català  els indepes  Catalunya  els indepes  La voluntat del poble  la voluntat dels indepes  La majoria social  la minoria dindepes,Negativo
Un gir a lesquerra la gestió dels casos interns dantisemitisme i la posició sobre el Brexit principals crítiques que fan a Corbyn els set diputats que han abandonat el Partit Laborista ,Neutral
   No votar és donar do vot a lunionisme Si no te nagrada cap prou al 100 no per això deixis de votar  Més val votar un que no acabis de veure clar però manifestamemt independentista que el teu no vot sigui comptat com no independentista com saps q fan Donem força visual a,Positivo
RT  Llibertat En defensa dels drets civils       ,Positivo
 Buch  El president de la Generalitat ha viatjat amb escortes fora de lestat espanyol i ho ha fet autoritzat en lèpoca del ministre Marlaska   ,Neutral
RT   aques UE no se badona que vivim al segle XXI,Positivo
  És molt agobiant que una persona a qui acabes de conèixer et foti un discurs polític bé perquè se lenfoti si et pots sentir insultatda o no bé pq es pensi que els indepes són illuminats i tenen possessió de la veritat absoluta i tu només has descoltar i assentir,Negativo
RT  El primer poema d’ que vaig conèixer Avui fa 80 anys que el poeta va morir a l’exili a  ,Neutral
Avui a  un col·loqui dinterés estratègic Estem preparats per la quarta revolució industrial    ,Neutral
Avui reivindiquem especialment a  i  dues grans dones feministes i compromeses amb la igualtat que si estiguessin lliures farien vaga   Us volem lliures us volem als 9 lliures   ,Positivo
Estripen el mural  La Manada  dOlot amb el rei Sánchez Rivera Casado i Abascal  ,Neutral
La mayoria silenciosa de los sequaces de   Us doneu compte que amb un  valent i que apostes per la  decididament la tindriem a tocar     ,Positivo
   En una comissió dinvestigació es crida als responsables que ara són consellers o ténen càrrec i no als presos com han fet Sels fan dues preguntes A quins requeriments no va obeïr Perquè no shan restituït càrrecs que es van oposar 155 I tot aclarit,Positivo
RT  És inadmissible que des del poder polític alguns s’afanyin a qüestionar a correcuita l’actuació d’agents de la policia…,Negativo
La república que planeaba Puigdemont ,Negativo
RT  Els comuns animen a participar a lOnze de Setembre per  fer avançar Catalunya  ,Negativo
Si tornés a tenir una filla avui es diria Muriel  Quantes Muriels ens caldrien avui    ,Positivo
RT  Tornarem a ser grans i tornarem i tornarem altre cop ,Positivo
En tots els procesos de independència que hi ha hagut mai han tingut reconeixament internacional fins al cap d’un any o més Crec que Eslovènia varen ser dos anys El territori el controlem perquè hi vivim I la reacció de l’estat sabíem com seria La història ens ho ha ensenyat ,Positivo
La banca comercial perjudicant els seus accionistes i clients Es veu que 40 milions d’algú de dretes i espanyolista fa quadrar més els balanços que 60 d’algú d’esquerres i catalanista Un altre motiu per passarse a la banca ètica Ja ,Positivo
   Roger Torrent Núria de Gispert Ernest Benach i Joan Rigol llegiran demà una declaració institucional de suport a Carme Forcadell en un acte de suport a lexpresidenta del parlament organitzat a Madrid pel col·lectiu    ,Neutral
El resultat de lacció del govern d⁦⁩ a ⁦⁩  Diverses associacions de veïns de SarriàSant Gervasi creen una coordinadora per reclamar més pressupost  ,Positivo
Sé que sóc pesadeta amb el tema però penso que fer  tortoses  en el cas del feixisme no serveix El feixisme aprofita la ignorància per a arrelarse en la societat  Portem anys fent  Tortoses  al feixisme i resulta que avui any 2018 surten desacomplexats de sota les pedres ,Positivo
RT   qui parla davis Jo he dit els avis espanyols com una boutade Si fos qui ha tingut algun avi espanyol no votari…,Neutral
  Exacte ho llegueix prou bé,Negativo
 WTF Qui diu aixó Si és lo millor daquest ,Positivo
Clatellada a la justícia de Suïssa  Suïssa és un estat demofòbic  Ridícul internacional del jutge suís  La democràcia suïssa tremola  Suïssa amb exiliats polítics al segle XXI  Etc  ,Negativo
Estic seguint el  a TV3   i tenim uns advocats defensors molt potets i que estan fent una bona feina  ,Positivo
Un exjutge filofranquista i l’editor de Marchena entre els querellants contra la jutgessa belga  i els exiliats  ,Negativo
 Als votants de   d i de  és molt mès el q ens junta q el q ens separa Junts a les Generals 26A amb   i canaris  45 escons INGOVERNABLE Separats  20 escons En moments excepcionals solucions excepcionals  ,Positivo
Avui seguint en directe la segona xerrada del cicle de la revolució americana a la revolució francesa “la independència dels Estats Units d’Amèrica una revolució poc coneguda”        ,Neutral
RT  M’encanten aquests comptes de bots xivatos Vibro amb els remitents El bo i millor de la lepra unionista ,Negativo
Jordi Basté massa temps atiant el foc,Negativo
El judici del procés en directe Es reprèn el judici del procés amb les declaracions del general en cap de la Guàrdia Civil a Catalunya durant l1 doctubre Ángel Gozalo      ,Neutral
Tot el suport a qui va defensar el dret a votar al     sempre al vostre costat  acabem amb la impunitat policial ,Positivo
Per fi una cadena exposa la crua realitat en la que vivim i titlla Espanya d’estat feixista sense manipular les imatges  Australia u got my respect ,Negativo
Comença la declaració de José Antonio Nieto durant loctubre del 2017 era el secretari dEstat de Seguretat Segueix el judici en directe Vídeo       Àudio       Minut a minut   ,Neutral
Ahir la maquinària unionista va fer córrer un altre fake new on deien que lInstitut Luther King dEUA demanava a Torra que deixes dusar la seva figura Doncs bé avui mateix el Director ho ha desmentit rotundament al seu blog i parla de distorsió de la realitat ,Positivo
Per   el  és un dia ple de sentit reivindicatiu Es commemora la lluita de les dones x la seva participació igualitària en làmbit laboral i per tant del dret a la independència econòmica i a la llibertat en general   ,Negativo
I si tots ens unim una altre vegada per aconseguir no estar a mans del govern d’Espanya Aquesta es una bona eina feu el registre es un moment i per nosaltres es una eina clau              ,Positivo
Havia decidit empassarme amb patates a Pisarello Però un processista pur partidari del conflicte nacional i de la via unilateral i que ha participat en la irresponsable estratègia de Puigdemont Ho sento Crec que no puc,Negativo
RT  El día que van parlar d’educació la Arrimadas va fer campana ,Positivo
    Vosaltres sou el problema destar sempre pensant en partits espanyols i clau espanyola Portem així 40 anys Prou La independència es fa aquí i amb els catalans Q Ñ es podreixi amb les seves neures Aquí cal votar polítics nous q la facin de debò La resta anar passant els anys,Positivo
 El que han fet aquests desgraciats Un grande ,Negativo
Iceta acaba de delatar a lestat no els han detingut per cap delicte si no per a fer xantatge a la voluntat popular Se li ha escapat ,Negativo
Dones europees que es van unir a Estat Islàmic ara volen tornar a casa amb els fills  ,Neutral
LAudiència Nacional jutjarà Trapero ,Neutral
És directora general de la Generalitat i ningú de l’Estat parla amb ella durant el 155 ,Negativo
En aquests moments greus qualsevol diputat del Parlament que no estigui disposat a anar a la presó o a lexili hauria de fer un pas al costat perquè no ens representa   ,Positivo
RT  VÍDEO de la declaració del director d Xevi Xirgo al  sobre els anuncis publicats al diari   ,Positivo
RT  Està pactat un referèndum trampa amb nou pacte fiscal i justícia catalana neoautonomisme al capdavall,Positivo
Borrell descarta un govern estable amb independentistes perquè  no són de fiar  ,Neutral
 Tranquil aquí perque ho han explicat al moment al capítol següent però de vegades triguen més,Neutral
   Ni VOX ni Cs ni PP ni PSOE  Totos partits del 155,Positivo
Me meo xD aquí preguntant a qui li donaries xocolata per st Valentí Kid Conan o Makoto i la penya contestant que li volen donar a lAmuro    ,Neutral
Estic fart de que els independentistes usin aquesta foto per a titllar a  i als comuns en general de traidors quan precisament votar NO a la DUI era no trair als seus votants era donar veu als que els vam posar alli ,Negativo
Forn explica que va trucar al ministre dInterior per saber si selevaria el nivell dalerta antiterrorista de 4 a 5 perquè hi havia especulacions en aquest sentit i  Zoido li va respondre que  no estava previst   ,Positivo
21 Ho diu perquè necessiten arribar a un acord amb el govern català però amb presos i exiliats no es pot fer res de res i per tant no hi ha solució I Europa vol una solució ja I què es pot fer Buscar a les clavegueres i intentar no embrutarse gaire les mans,Positivo
El passat mes de gener es van succeir incendis en habitatges a les localitats de  i  Aquests incendis tenen una relació directa amb  i és urgent que  actuï implementant el protocol dels bombers Escolteu ,Negativo
  No hi ha hagut mai una llista conjunta real de TOTS els partits indepes amb un sol punt a lagenda La diversitat ideològica la podem rependre a les primeres eleccions de la República Però no hi ha pebrots a confiar en lelectorat,Negativo
   Es pixen de riure i amb sous indecents Els qui sho empassen són els seus adeptes és una fe que ni al Palmar de Troya ni a lOpus,Negativo
Cent setantados trescents tretze trescents trentados tots els trams estan tan plens que hi caldran sobreeixidors     ,Positivo
 Dic el contrari del q has entes Precisament reivindico la via del dialeg i la negociació la del PNB els darrers anys sense existencia ETA vs la del maximalisme esteril de Bildu o indepentisme catala recent,Negativo
Joan Luis Espinós La ESO no ha dacabar amb un títol sinó amb un certificat descolaritat on es recullin la trajectòria escolar les competències assolides i orientacions de futur El graduat dESO no ens diu res del que sap i sap fer lalumnat ,Negativo
No sé si se nadonen del ridícul que fan els espanyols que expliquen que si el seu país vota en el futur majoritàriament la dretaextrema dreta no serà la seva culpa Que els responsables seran els catalans independentistes Ridícul i vergonyeta internacional Vualà,Positivo
RT  Si el futbol és religion yo soy ateo,Negativo
Es compleixen 80 anys de la mort d  ,Neutral
        Has destar orgullosa que aquesta gentussa thagin bloquejat,Negativo
 Aquest no és dok diario però també és interessant  ,Negativo
 Torra i Buch no han estat a laltura perquè han de garantir la feina dels Mossos i no qüestionarla El que sintenta fer és una purga en el cos de Mossos en funció de criteris polítics i demanem responsabilitats ,Negativo
 Aixo te una solució PRIMARIES i diguem a qui volem com a candidats es la una manera de fer fora la  sigui de dretes o esquerres Ara nomes ,Positivo
No podem esperar que Europa reaccioni a les injustícies de l’Estat Espanyol Cal marxar i qui vulgui reaccionar que reaccioni No ens calen més motius ,Positivo
