Texto_preprocesado,Sentimiento
RT  Mimi con este pelo gtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgtgt ,Neutral
Lo ha vuelto a hacer  La abogada del Estado ha vuelto a preguntar lo mismo  ,Positivo
VÍDEO Los insultos que recibió  en su visita a  no fueron suficiente para los indepes del lugar ,Negativo
 No sólo no actuaron como policia si no que como en todos los ámbitos de la sociedad se dividieron entre ellos Sólo hay que ver   tuvo que ser muy gratificante ser mosso constitucionalista,Negativo
O Presidente  foi eleito por 57797456 milhões de brasileiros para reestruturar o Brasil e não para ser mais um adepto as pautas esquerdistas Se fosse para continuar como estava os brasileiros teriam escolhido Fernando Haddad ou qualquer outro candidato marxista,Neutral
Viendo y escuchando el nivel de las acusaciones este juicio va a ser un  Mundo Today  en bucle durante tres meses     ,Positivo
 El mundo es facha TODO  Claro excepto los separatistas nazionalistas xenófobos intolerantes totalitarios e insolidarios “independentistas” catalanes ellos sí que son toda pureza,Negativo
Cuando oigas decir al PSOE que piensa en España y que nunca pactará con independentistas recuerda este vídeo de Ábalos   ,Negativo
Al concejal de la bicicleta no le gusta lo que decimos desde  primero bloquea la cuenta de  y ahora la de    La  no se calla  y lo demostraremos el     ,Negativo
 IMPORTANTE A toda A xente de ben Entrade nesta ligazón    e a denunciar por incitación ao odio Pola liberdade contra o fascismo RT e difunde    ,Positivo
Albert Rivera se lleva a Inés Arrimadas al Congreso porque en Catalunya está quemadísima y no da más de sí ahí están las encuestas y porque debe reclutar a gente ultra para competir con VOX Así que dejémonos de paridas es una política negada y malísima ,Positivo
RT  ÚLTIMA HORA ‼  da el salto a  y Roldán toma el relevo en   ,Positivo
  Que vayan a los hospitales que vayan a la escuela hoy Venezuela padece de una emergencia humanitaria  Juan Guaidó ante anuncio de visita de comisión nombrada por la Alta Comisionada Michell Bachelet  ,Neutral
No es crispación ¡SON HECHOS  Los filoetarrasBildu apoyan la indecente moción de censura Sánchez ha acercado 26 presos etarras al PV Otegui a Batasuna le interesa Sánchez en gobierno  ¿más motivos para sumarte al ⁦⁩ el   ,Negativo
  Cuando en una democracia se tienen todos esos derechos en España están la ONU no apoyaría nunca a una minoría una autodeterminación en ese país además sólo ha reconocido la autodeterminación interna en unos casos aislados Cataluña no ese ejemplo de eso,Negativo
El descaro de Sánchez  no tiene límites los mítines del PSOE los pagamos entre todos Hoy en Vitoria Se empieza llegando al Gobierno con los votos de los pro etarras bolivarianos y golpistas y se sigue así pervirtiendo la democracia Sin vergüenza,Negativo
RT  Irene Montero defiende que trabajar para el régimen iraní es  sano  y  contribuye a la democracia   ,Negativo
 É por gente como você que o Brasil está nessa situação lamentável,Neutral
Trump dice que enviar tropas a Venezuela  es una opción   ,Neutral
   sopesa que Arrimadas concurra a las generales ,Neutral
 Juan Guaidó regresa a Venezuela y es recibido por una multitud  Seguimos en la calle seguimos movilizados  ,Neutral
 Q pulidos q sois jajajaja  El limpiar todo lo q dejan de suciedad  No y derecho  Q si 155  Q si Vox  Q si plástico amarillo  Q si pancartas en pleno espacio público o peor en el ayuntamiento  Bona feina nois,Negativo
Torra y Puigdemont lanzan una soflama antieuropeísta en Bruselas ,Neutral
 No hay una INMENSA mayoría como tampoco hay una inmensa mayoría de indepes ¿usted sabe que en el Parlament hay una mayoría de indepes no Igual que en la Asamblea venezolana hay mayoría opositora,Negativo
El separatismo inunda los espacios públicos de lazos amarillos y Sánchez no sólo no actúa sino que da potestad a Torra para que decida si los quita El resultado previsible innumerables lugares de Cataluña plagados de simbología separatista que excluye a millones de catalanes ,Negativo
El campeón del mundo ya no competirá hasta la Volta a Catalunya ,Neutral
     Pero ejque lo que propone el independentismo no es una reforma de la constitución Por supuesto estoy en contra pero la expresión  DUI  no incluye reforma constitucional alguna Incluye la voluntad de lo que decida el líder máximo basándose en un evidente pucherazo Y ya,Negativo
RT  E o twitter que ainda não terminou as aulas de matemática  ,Neutral
    ¿Cuántos son muy pocos ¿Se lo creyeron tus conocidos indepes Otro ejemplo más fue que si hubiera sido en serio la DUI los políticos no tenían que presentarse a declarar en Madrid,Positivo
Lágrimas en los ojos Pero el mensaje es brutal Plantando cara a la INjusticia española No podemos fallarles    ,Positivo
   Todo el mundo tiene derecho a manifestarse Todo el mundo tiene derecho a votar en un referéndum Los referèndums no son ilegales  por mucho que digáis lo contrario,Positivo
É essa gente aqui  Que grita Marielle presente  Que grita EleNão  Que jura querer respeito Que chama todos de homofobicos Que diz querer igualdade Que se autovitimiza  Que quer frequentar banheiro feminino  Que quer crianca tocado homem nu ,Neutral
Un acuerdo tan sólido Publicado el BOE Con la solvencia de la mesa del consejo y la rúbrica de los grandes sindicatos se reduce a   Por favor Cumpla su  Palabra   Que vale la palabra de un político No sé si reír o llorar      ,Negativo
Que lo escuche todo el mundo Sánchez aspirar a gobernar con los que quieren romper España Con el fugado Puigdemont y los presos golpistas El 28A hay que evitarlo a toda costa ,Negativo
por un lado tristeza por ver a nuestros presos políticos injustamente sometidos a semejante farsa por otro orgulloso d verlos como en cada palabra en cada expresión dejan en evidencia toda la miseria y desvergüenza d esos inquisidores a sueldo el pasado régimen menos k nada,Positivo
El PP es el partido político que más veces ha incumplido la Constitucióny luego van de patriotas y constitucionalistas Pero en UPodemos tenemos muy claro que   y con la gente no se juega Por eso NO NOS RENDIREMOS NUNCA en la defensa de LAS PERSONAS ,Positivo
  Si hiciese  el guapo  de  un pequeño esfuerzo por decir alguna verdadpero no todo su esfuerzo es por mentir y manipular y su carrera hipotecada a exhumar a Franco Te lo agradeceremos el  ,Negativo
Este video es el súmmum del cinismo indepe El Sr Torra acusando a sus adversarios de xenófobos y supremacistas Él precisamente El  autor de frases en las que cataloga a los españoles de bestias carroñeras víboras o hienas con una tara genética Sencillamente INADMISIBLE ,Negativo
 En la Italia ultra de Salvini Si no queremos eso en España todos a votar el  y a las izqdas No pueden avanzar los  xd Suerte Miguel Roldán HEROE ,Negativo
   Mikko y sus mentiras propagandísticas Un perdedor nato en la política de su país que sólo encontró bolo en el separatismo lástima que me bloqueó Esclavitud Vasallaje En qué siglo vivís Estas tuiteando en tu iphone en una democracia plena un discurso ridículo y mentiroso,Negativo
   Sabemos que mo lo van a hacer Los jueces ya vemos como trabajan La prueba los banqueros lis políticos ni devuelven ni un centimo,Positivo
De ser cierto lo que están declarando Forn y compañía los partidos y entidades independentistas deberían dejar de mentir con lo del  mandato democrático  del 1O y dar muchas explicaciones a los 2 millones de catalanes a los que habrían tomado el pelo  ,Negativo
 Está gente d este pueblo del golpista fugado y cobarde está enfermacomo lo están Puigdemont y Torra El jueves 21 van a hacer una huelga general q van a secundar casi todos los profesores y escuelas y van a perjudicar a nuestros hijos y hundir más a CataluñaAsco,Negativo
Joel Joan se indigna con Joan Tardà por la independencia  ¡Vergüenza  Vía  ,Positivo
Quatro escolas públicas do Distrito Federal foram entregues à administração militar 20 militares por escola Que regulam tudo o que tenha a ver com disciplina de corte de cabelos a canto de hinos É a militarização do espaço civil que parece estar só no começo,Neutral
RT  Antonio Maestre dando lecciones de quién blanquea el fascismo mientras ficha por Ana Rosa la blanqueadora principal de…,Positivo
Creo que el siguiente paso en la  democracia espanyola  és la CÁMARA DE GAS  Indepes negros gays y lesbianas inmigrantes  iros  preparando,Negativo
El gobierno sanchista quita las subvenciones al Valle de los Caídos Está clara la intención Le habrá quitado también las subvenciones a todas las instituciones golpistas separatistas catalanas Usté qué cree estimado tuitero ,Negativo
Soraya Rodríguez se da de baja en el PSOE por discrepancia profunda con la política del partido con el independentismo ,Negativo
Canal internacional de Al Jazeera llega a 270 millones de hogares en el mundo hablando ya en sus informativos nocturnos de la  y mostrando las imágenes del acto institucional de esta noche ante el Palau de la Generalitat en la Plaça Sant Jaume de Barcelona  ,Positivo
De momento no ha salido Franco en el   Pero todo se andará,Neutral
Maduro dijo que inventó el día del antiimperialismo bolivariano y convocó una marcha para el sábado 9 de marzo Ese lo que quiere es que Guaidó le dé una revolcada con la marcha de los venezolanos de bien ¿y saben qué Se la dará,Neutral
 Ya está pasando Montero sucede a Iglesias que corre la banda y se la devuelve esperando el pase al hueco gol a los miles de seguidores que creyeron en la democracia interna y monumento a la desvergüenza en Galapagar,Positivo
 El   debe servir para unir a los españoles Defender la unidad de España es defender a los españoles   ,Negativo
      no existe el delito de referéndum Y si un referéndum no es ilegal  Y por eso se inventaron la rebelion,Positivo
Revisa la agenda porqué parece que se te olvidan dos cosas importantes  1 Si has podido presentar PGE2019 es gracias al voto de “los separatistas” 2 Quien se acostó con el 155la derecha y ultraderecha para tumbarsin éxito a un pueblo que ha decidido vivir mejor fue usted ,Positivo
 DIRECTO  Se reanuda el juicio del procés en el Supremo con la intervención de Jordi Turull   Síguelo aquí   ,Positivo
 Ahora entiendo la mala hostia de la GC el  Los estábamos violando   Y no lo digo solo en sorna Muchos españoles parecen creerlo,Positivo
Pasear por un barrio humilde de Hospitalet levantar la cabeza y ver que todavía queda gente que no se arrodilla ante el separatismo es una maravilla  Afortunadamente ahora tenemos una bandera antagónica de la estelada para expresar que queremos que esta tierra siga siendo España ,Negativo
La Universidad Complutense avaló la licenciatura falsa de la mujer de Pedro Sánchez para colarla en sus másters Pese a que Begoña Gómez no tiene ninguna licenciatura oficial   ,Negativo
  Eso lo dice tras haber sacado los 2 peores resultados de toda la historia del Psoe Y le queda el guantazo final pq en el 2016 no le habíamos visto pactar con asesinos y golpistas ni influir sobre la abogacía Estado,Negativo
Entre  zombies  y  dinosaurios  Así ven los expertos a los políticos actuales ,Negativo
DIRECTO   La Ley de referéndum se aprobó en un pleno que probablemente sea el más ajetreado del parlament  ha dicho ,Neutral
 Se puede ser un gran intelectual y desconocer todo sobre rock progresivo filatelia y nacionalismo Sobre este último simplemente sufre la enfermedad que dice combatir  ,Positivo
 Ilusionados que estábamos al creer que se cobraba esa paga si se llegaba a TERMINAR la legislatura  Es vergonzoso   ,Negativo
Citação  Tradução  Eu não me sinto confortável fazendo isso mas   o líder de uma das nações mais importantes do mundo twita ao lado de um vídeo de alguém fazendo xixi no cabelo de outra pessoa em cima de um abrigo de ônibus O Brasil  ,Neutral
Quando votei nele sabia que não seria nada fácil para ele mudar as coisas erradas nesse país Continuo acreditando e enviando boas vibrações para o nosso presidente  ,Neutral
   Repito dejad de generalizar no he dicho nunca que el pueblo catalán sea “un sol poble” ni chorradas de esas Otros también se dedican a decir que la mayoría de los catalanes no queremos la independencia y lo de la mayoría silenciosa…,Positivo
Dice ésta periodista que de seguir vivo un asesinado por ETA entendería a sus asesinos    ,Negativo
 lo vuestro es la antología del disparate la mentira y la manipulación la mejor copia a la catalana de Queipo de  no teneis ni ética profesional ni respeto a las mínimas normas de la democracia DAIS ASCO,Negativo
Venezuela expulsa a González Pons y a otros diputados del grupo popular del Parlamento Europeo    ,Neutral
 Los independentistas no son todo el pueblo Y además eso del pueblo catalán qué es Ya sabemos que cantando el virolai todo valeque  pueblo  tan alegre par diez,Negativo
4 Cómo se va a regular el mercado y garantizar el derecho a la vivienda cuando los representantes políticos son los principales inversores Cs y PP no solo legislan para bancos y fondos buitre también para proteger sus inversiones en el inmobiliario Son partidosinmobiliarias,Positivo
Con el reencuentro me quedo con las cosas tan bonitas que se han dicho los dos los abrazos y sus miradas Se nota que los dos estan enamorados Los quiero y punto   ,Neutral
RT  Con el independentismo perdemos tanto España como los indepes entonces  ¿De quién es marioneta Puigdemont ,Negativo
Me gustaría saber dos cosas 1° Saber si ha sido suspendido el guardia que grabó desde el furgón durante el traslado de presos golpistas 2° Sí es así y ha sido suspendido se le puede apoyar económicamente Un saludo a este agente,Negativo
 Bon dia  No cola 155  España davant del mirall només pot plorar ,Positivo
  Creo que la mayoría debían ser familiares de los pobres presos de Lledoners que han tenido que soportar tantas bochornosas performances Curioso que casi nadie se haya preocupado por las presas Es que los catalanoides son muy heteropatriarcales,Negativo
¿Quieres votar por correo en las elecciones generales del 28 de abril Esto son los pasos que tienes que seguir   ,Neutral
La fiscal ho anava a dir  Hubo llamadas para q la gente hiciera resistencia  anava a dir passiva menys mal q ha pogut rectificar a temps Resistencia d la gente ha acabat dient ,Positivo
Barcelona Vox trasladará a Cataluña el  espíritu de Vistalegre  el próximo 30 de marzo en el Palau Sant Jordi  ,Negativo
  Por ciertosoy ESPAÑOLA Y CATALANA y por mi edad  esa imagen que ud pone ni me suena Lo que si sé es que España es mi PATRIA y uds los cobardes traidores separatistas unos fascistas totalitarios Y si le bloqueo Me acaba de entrar la vena estúpida ,Negativo
¡ExactoEl Estado lo defendieron un puñado de jueces el fiscal Maza el Rey y la acusación popular de VOX Mientras Rajoy con el silencio de todos los suyos hacía dejación de funciones y dejaba a las FSE y a los catalanes leales a España a los pies de los caballos separatistas ,Negativo
Según la lógica de  que considera que la democracia no estaría por encima de la ley vigente los criminales nazis no podrían haber evitado cumplir las órdenes criminales que recibían Deberían haber promovido la reforma del nazismo por un cauce legal,Positivo
VÍDEO ¿Nuevo friki del procés o héroe independentista Juzgue usted mismo ,Negativo
 vea lo que pasó hoy en Los Próceres en el marco de los Carnavales La gente gritaba  Maduro coño de tu madre  y la policía comenzó a disparar perdigones y lacrimógenas ,Neutral
Maduro expulsa al embajador de Alemania en Venezuela por sus  recurrentes actos de injerencia  y le da 48 horas para dejar el país ,Neutral
   No podemos  vender la soberanía nacional ni crear marcos paralelos a las instituciones y  a la Constitución El único marco legal donde se puede hablar de España es en el marco de la Constitución    ,Negativo
Los únicos que están quedando  son los herederos franquismo en España que están dando urbi et orbi la imagen propia de un regimen inquisitorial   ,Positivo
 Cuando el desgraciado ese cantó en el Chile de Pinochet no se acordaba de los derechos humanos Otro como Alejandro Sanz Juan Luis Guerra o el Puma Que vayan a UA y les digan a sus 40 millones de pobres que la bandera yankee es la justicia y la democracia a ver qué contestan,Positivo
 Mucho animo señor Millo  No se deje amedrentar por golpistas amarillos sectarios ,Negativo
 López Nieto exsecretario de estado de seguridad “Puigdemont nos dijo que el bien a proteger es la convivencia nosotros le dijimos que ese bien era la ley”  Y lo fuerte es que López Nieto sigue manteniendo la misma opinión Psicopatía y obsesión por la ley,Positivo
 No no Puigdemont es un HUÍDODE LA JUSTICIA  Y siguen su delitoTORRA Y TORRENT,Negativo
O poder mais inebriante e confortável é o do crítico profissional que  se vê impedido de ser criticado Juízes e jornalistas costumam olhar para a realidade como as laterais do espelho Quando o reflexo não se adapta  dizem que é agressão a seu “poder de liberdade”,Neutral
Turull se ha mostrado especialmente desafiante sobre todo con el fiscal Javier Moreno al que reprochó algunas preguntas durante el   Informa ,Positivo
El tribunal de la alemana ciudad de Schleswig Holstein rechazó la extradición de Puigdemont entre otras cosas porque no vio rebelión alguna en los hechos de septiembre y octubre de 2017 Lo mismo y con parecidos argumentos hicieron los tribunales belgas escoceses y suizos ,Positivo
Manuel Valls rodeado de fascistas y catetos en la manifestación de Colón  es interpelado por una señora  «¿Pero qué estás hablando catalan»  ,Positivo
RT  Presidentes Duque y Guaido en CNN con Fernando del Rincon ahora mismo,Neutral
  Cuestión de opiniones Inés ha sido quién ha estado plantando cara al separatismo con un gran equipo en   La situación actual requiere que Inés defienda la libertad en Cataluña desde el Gobierno de España que es donde estará  el   ,Negativo
Voy a guardar este tuit para los happy flowers ingenuos cándidos iluminados de  quiero república española y unicornios rosas voladores porque soy muy progre porque España  ,Positivo
Lo ha dejado claro Castellví jefe de la Comisaría General de Información de los Mossos con su respuesta a esta pregunta del Fiscal   ¿Ustedes cerraron algún centro   No   ‍ ,Negativo
 Nadie sabe lo que los hispanohablantes  sufren en sus comunidades se sienten abandonados por los políticos que sólo usan el tema de la lengua  cuando les conviene       ,Negativo
El equipo de ‘Dos Cataluñas’ devuelve el premio Cinema for Peace tras recibirlo de manos de Puigdemont      ,Negativo
Les mueve el odio El odio a la democracia  Esto es lo que escondieron Suárez y Felipe González bajo la alfombra de mierda de una Transición heredada de Franco,Positivo
Cataluña La Ejecutiva de Ciudadanos A la izquierda 1991 atentado de ETA casa cuartel en Vic una decena de muertos A la derecha está pasada noche casa cuartel de Vic atacada con pintura Es el mismo odio ultranacionalista Odio a España Yo votaré Ciudadanos 155 YA ,Negativo
 Si queréis crear una sociedad fascista lo tenéis claro aún no sabéis que los extremos son minoría y Catalunya no lo va a permitir ,Positivo
   Torra ha presentado unos presupuestos fake Los partidos separatistas siguen destinando dinero de todos los catalanes al ‘procés’ y desocupando temas esenciales como las listas de espera de salud o la dependencia  en  ,Negativo
El rey ultra  de   El rey Felipe VI escandalizó este pasado día 20 a algunas gentes de bien con una afirmación espeluznante La siguiente “es inadmisible apelar a una supuesta democracia por encima del Derecho”     23F ,Positivo
Los independentistas catalanes querían prohibir los partidos que fueran contra la República catalana o su Constitución  ,Negativo
Hoy nos hemos sumado a la movilización de  en la Plaza del Ayuntamiento Porque las pensiones se defienden    ,Positivo
“El independentismo no está preparado para hacer frente a un pacto PSOECs no es bueno ni lo bastante malo”  ,Neutral
Entrevista de Jordi Évole al presidente de Venezuela  ,Neutral
En  Puigdemont quiere que su república digital cuente con un banco y una criptomoneda   El fugado echando un capote a sus colegas presos,Negativo
   Y a la Arrimadas  al Rivera  al Casado y compañía Selectivos para mi un zasca es esto ¡ L9 de VX para otro dia ,Positivo
Holi mamis bonitas Una preguntilla  Durante vuestro periodo de lactancia tomáis o habéis tomado alguna Coca Cola o café  Algún día he tomado Coca Cola y no vi nada raro en la gorda  Y la verdad no he preguntado nunca al pediatra nada con respecto a si se puede o no ,Neutral
Me parece muy fuerte que el PP quiera atribuirse el mérito de ver a los golpistas en el banquillo cuando fué  mucho antes quien hizo un esfuerzo digno de admiración y más viendo la pasividad de Rajoy y Soraya en este temabueno YA ESTAMOS EN CAMPAÑA ,Negativo
La nueva mentira indepe repetida hasta la saciedad es que ningun medio de comunicación cubre el juicio Como ponga el canal 24 horas le va a dar un colapso ,Negativo
Oriol Junqueras será juzgado y condenado por amenazas como estas Espero que se pudra en la cárcel   ,Negativo
RT  En España si eres GC PN Político del PPSOEC´s o juez la justicia está hecha a tu medida ,Positivo
Esta mañana rufi va a desayunar la coliflor de anoche Ayer se lió con mi reserva de tigretones buscando el cromo de Otegui que le faltaba y se comió 155 O sea que me dejó la coliflor en el plato Pues hasta que no se la coma va a tener coliflor para desayunar comer y cenar,Negativo
 El acoso diplomático de Puigdemont se estrella en Europa ,Negativo
                  TORTURA  ESPANOLA   Spanische FOLTER  Spanien torture              ,Positivo
RT  La manifestación de fachas contra el catalán no van a tener sitio    ,Positivo
RT  El cantero del Valle de los Caídos  Los presos hacían el mismo trabajo que los empleados y tenían un sueldo  ,Positivo
 Sí no todo es libertad de expresión Usted compara tradiciones Patrimonio de la Humanidad de carácter humorístico con un mural en el Ayuntamiento de un pueblo que ataca a líderes constitucionalistas y a Felipe VI ‍,Negativo
‍”El golpe d Estado se salda con vencedores y vencidos o no se salda   ‍”El baño d sangre q deseaban no puede quedar impune”  ‍”Con ls golpistas no se negocia ni dialoga”  ‍”Los sediciosos catalanes a la cárcel”   ¿Imparcialidad e independencia ,Positivo
 Oriol Junqueras que afronta las penas más graves y cuyo desplante a Torra ha sido la imagen del juicio es el primer encausado en declarar  ,Positivo
Viendo las palabras de artistas en contra de Catalunya cuando los indepes también han comprado sus discos y asistido a sus conciertos así nos lo pagan Nos apalean y tenemos que aguantar esto por pensar diferente espero que no te sumes   ,Positivo
   DONDE HAY UN 33 DE POBREZA INFANTIL PERO SE DESTINAN MÁS RECURSOS QUE NUNCA EN GASTOS MILITARES ,Positivo
Puigdemont   augura que habrá una  tercera euroorden  en las próximas semanas    ,Neutral
Conversación whatsapp día 1 de octubre por la tarde entre Forn y Millo  Forn “Es indignante lo que estáis haciendo”  Millo “Ya está hecho lo que habíamos hablado”    ,Positivo
Iñigo Montoya  Te podría dar mi palabra de español  Pirata Roberts  No gracias he conocido a demasiados españoles   The Princess Bride 1987 ,Positivo
Sensación que presos desconocen la realidad actual de Cataluña Ya no hay manifestaciones de miles no hay fragor Solo queden unos lideres que les mienten por no asumir que sus amigos se pudriran en la cárcel y ellos deberán ir al paro Eso se llama fracasar en politica,Negativo
8 recreación el trabajo y hasta la conciencia 1 El primer ladrón te elige ¡A TI  2 El segundo ladrón ¡LO ELIGES TÚ ¡Analiza y Piensa  Atentamente  EL PELUQUERO PD NO TE QUEDES CON EL MENSAJERT LO NECESITAMOS   ,Negativo
 en el  Hemos dejado en el tintero muchas cosas que nos unen a los progresistas ley de eutanasia nuevo modelo educativo o derogar la reforma laboral Contaremos con la confianza para devolver lo recortado tras 7 de gobierno del PP   ,Positivo
Le pedís a los políticos que administran la provincia árabe de España que gestionen una consulta democratica para ver si la mayoría de españoles quieren seguir siendo árabes o desean independizarse y gobernarse a sí mismos Lo hacen y piden al gobierno Saudí un referendum ,Positivo
 De paso que alguien pregunte tambien si su hermano que fue presidente del Tribunal Constitucional en sus años mozos se dedicaba a destrozar ejemplares de la constitución en el instituto,Positivo
El juicio de los delincuentes secesionistas nos deja imágenes para el recuerdo Demócratas de la mentira disfrutando entre amigos colegas de prisión y patio carcelario           ,Negativo
  Haber si es que la porra patadas puñetazos gases pelotas de goma  Eso no es nada es un uso proporcional de la fuerza si no mirar en Venezuela a los manifestantes les pegan un tiro y punto  Y no están impidiendo un mandato judicial como los independentistas ,Negativo
¿Cuál ha sido el mejor presidente de la democracia española ¡Vota  Quien ha sido mejor Uff que difícil  ,Positivo
No sé si la solución es esta iniciativa en concreto pero que es imperativo revisar el sistema de pensiones me parece claro ,Neutral
¿Recordáis a Arrimadas cuando dijo que la izquierda empieza regulando el precio de los alquileres y acaba regulando el precio del cartón de leche Pues el domingo va a Waterloo a decirle a Puigdemont que la república catalana no existe Es su nivel no le da para más,Positivo
RT  Inés Arrimadas ha tomado el pelo a todos sus votantes catalanes Véis como le importa una poca mierda Cataluña,Positivo
Los exconsellers del Govern coinciden en que el referéndum y la DUI fueron declaraciones políticas ,Neutral
No entiendo porqué la  izquierda española  no entiene el NO a los presupuestos por parte de los independentistas Será porque son sordos o ciegos o todo a la vez No encuentro más explicaciones     ,Positivo
  Por cierto los coches DAÑADOS NO ERAN 2 eran toda la hilera enfrente de Economía   Los separatistas hasta hoy han mantenido que solo eran dos No Había más Toda una comitiva judicial Ah… se siente ,Negativo
RT  Um projeto para revelar documentos sigilosos  ,Neutral
En Baleares perdemos nuestra identidad por el rodillo colonialista de los golpistas catalanes con la connivencia del  y anteriores formaciones políticas que dejaron que el catalán lengua de otra comunidad invadiese nuestras vidas  ,Negativo
 Cuando vea a Arrimadas o Villacís prestando su vientre para ayudar a una trabajadora a ser madre  Empezaré a creer en su bondad  Ahora me parece una EXPLOTACIÓN de una mujer pobre PARA QUE UNA RICA SE DE EL CAPRICHO  ,Positivo
Dicen que  el independentismo provoca fuga de empresas  Es verdad en el sector  hay una auténtica fuga de empresas hacia Catalunya Hoy hemos conocido la última  ,Positivo
  Defiendouna idea d país frente a los traidores a la patria q identifican España con una marca  Pablo Iglesias Vosotras  si q me representan táis      ,Positivo
Nivelazo político  Al no tener argumentos Ciudadanos opta por el show mediático Viaje by the face    irá a Waterloo este domingo para “recordarle a Puigdemont que la república no existe”  España  EL PAÍS ,Negativo
  El 28 de abril se decide qué España queremos la España en la que cabemos todos o la España en la que solo caben los tres de la plaza de Colón        Info y el Manifiesto del  en nuestra web  ,Negativo
Entiendo la frustración que sienten los  La huelga fue un fracaso sólo consiguieron cortar carreteras pero la gente salió a trabajar Necesitan imaginar un enemigo violento así como necesitan imaginar una  simbólica  ,Negativo
Los indepes se creen que Sànchez los ayuda y colita y lo único que hace es burlarse y darles vuelta como a una tortilla para quedarse en el poder Ignorante el que no lo vea venir con sus artimañas de hause of cards,Negativo
Ya lo decían BorgesPlatón   El nombre es arquetipo de la cosa  Los políticos ya no hacen política sino semántica  Relator ¡Alta traición ¡Felón Se van a quedar sin nombres y sin adjetivos de aquí al 26M Pero nada comparable en innovación lingüística con Paquí Pallá SL,Positivo
Por casualidad ¿algunos le han dicho ya que también a Madridz  es una forastera Y a Waterloo ni te cuento   arrivederci  ,Positivo
   Pues no se cuantas virtudes tiene pero yo diría que una es la de no robar a su pueblo de escucharlo y de obedecer su mandato ¿cuantos políticos vuestros están sentado en un banquillo por eso Espera que si Pero por corruptos Jajajajaja,Positivo
 DIRECTO  El fiscal Jaime Moreno pregunta a Turull por la hoja de ruta del  y por el documento     ,Neutral
Se me ocurren por lo menos 10 motivos para aplicar un nuevo 155 a la Generalitat No hacerlo es agravar los problemas que tarde o temprano se tendrán que afrontar Lo explicaba aquí  ,Negativo
Una senadora del  se burla de los más de 100000 asesinados por la dictadura que continúan todavía cuarenta años de democracia después en nuestras cunetas La impunidad de la dictadura franquista sigue muy presente en la derecha española ,Positivo
RT  limite de inscritos vai matar a base brasileira os clubes não podem aceitar essa palhaçada que já ocorre nos falidos esta…,Neutral
32 La vía del referéndum unilateral no sólo era la única posible sino que era la manera de dar respuesta a una demanda de entre el 70 y el 80 de los catalanes Desoír esta petición sí es antidemocrático y consultar al pueblo es la máxima expresión de la democracia,Positivo
 Gràcies Hormi este juicio va de democracia se está viendo a unos fiscales nerviosos no saben como demostrar tanta mentira y la abogacía del estado igual Esperemos que gane la verdad la democracia  ,Positivo
 y  se enzarzan el president la acusa de pactar con los  supremacistas  de Vox y la líder de Cs de representar a los CDR  ,Positivo
  Y tantoy saben k bcn es no indepe y donde está la pasta y futurono es tractoria triste y pobrey quieren infectar Bcn tambienespero k tdos votemos en contra indepes y mas de este chupoptero k no currado en la vida y le kda poco para el hoyo,Negativo
En Madrid tienen mitificados a los catalanistas Creen que tienen que ser muy inteligentes solo por el hecho de ser tan cabrones Pero se equivocan Son básicos y tan simples como un queso,Negativo
La Constitución española no los prohíbe sin embargo los lacis separatistas lo tienen como prioridad luego hablan de democracia  La Constitución catalana planeaba prohibir los partidos no independentistas ,Negativo
RT  Os tempos que a bancada da chupeta falava sozinha no Congresso Nacional acabaram Dálhe   ,Neutral
   El peligro de las penas maximas es que por ese coladero cualquier concentración de más de 100 personas podrá ser considerada “tumulto” disuelta  con actuaciones “exquisitas” y procesados los convocantes como sediciosos el ataque empezó en Catalunya y es contra la democracia,Positivo
No respetan las leyes ni la convivencia y ni la Democracia Vulneran sistemáticamente los  derechos y libertades de millones de ciudadanos Imponen su dictadura ideológica de forma violenta  Pero que cojones hay que dialogar con estos fundamentalistas   155 YA ,Negativo
Que esperamos de un vividor que intento entrar en ERC y que ni el cerillo lo quiso en Unio  Pues eso que ni pa fregaplatos vale el muy Gavioto ,Positivo
La fiscalía del  reconoce que los DOS coches de la Conselleria dEconomia eran macho y hembra un año y medio después han criado y ya son SIETE ¡Vivan las fake news,Positivo
Desde que nació Cs venimos advirtiendo que lo que hoy sufrimos en Cataluña iba a suceder  Mientras  ha pactado siempre con los nacionalistas Cs es el único que nunca ha abandonado a los constitucionalistas  en  ,Negativo
Albert Rivera sobre Inés Montapollos  Es la mujer más preparada y valiente en la política española  Asesor de Inés Montapollos en el Salvados con Irene Montero  Tú asiente y sonríe aunque no sepas de qué hablan    por tanto circo,Positivo
Con la de veces que hemos tenido que aguantar eso de  los socialistas votais con los independentistas y los batasunos  Y fijate que quienes se cargan los presupuestos más sociales de nuestra historia son el PP y Cs junto a indepes y los que llaman batasunos Amor a España,Positivo
 Soy indepe y escribo castellano por Twitter solo un caso que otro me pedía que lo hiciera en Catalan,Positivo
RT  Triste ver os brasileiros contra o Neymar o pior são os comentários ,Neutral
Bolsonaro acaba de eleger a educação estudantes e professores como inimigos da Nação ao criar a Lava Jato da Educação Em uma cruzada ideológica o governo quer asfixiar a resistência aos seus desmandos Sabe da potência transformadora da educação crítica e livre,Neutral
